template,descriptor,median_input_ppl,median_output_ppl
I'm {noun_phrase}.,larger,65.42290496826172,19.82691764831543
I'm {noun_phrase}.,massive,67.29981231689453,14.705172538757324
I'm {noun_phrase}.,stocky,41.93268585205078,29.585115432739254
I'm {noun_phrase}.,taller,69.50196075439453,21.98174476623535
I'm {noun_phrase}.,very tall,27.70867156982422,24.63789367675781
I'm {noun_phrase}.,medium-height,37.85502624511719,29.503196716308597
I'm {noun_phrase}.,medium-stature,67.19822692871094,24.05864906311035
I'm {noun_phrase}.,acne-covered,78.67121124267578,20.542213439941406
I'm {noun_phrase}.,acne-ridden,66.0195541381836,31.256441116333008
I'm {noun_phrase}.,four-eyed,49.687286376953125,26.25152969360352
I'm {noun_phrase}.,grungy,80.26567840576172,44.50368881225586
I'm {noun_phrase}.,out-of-shape,15.03180980682373,15.875581741333008
I'm {noun_phrase}.,scrubby,88.26219177246094,31.0855770111084
I'm {noun_phrase}.,smelly,46.36565780639648,25.3769588470459
I'm {noun_phrase}.,stinky,57.017913818359375,27.746788024902344
I'm {noun_phrase}.,visually impaired,39.634761810302734,19.202695846557617
I'm {noun_phrase}.,well-groomed,24.87350082397461,22.83806610107422
I'm {noun_phrase}.,bulky,75.24153900146484,23.133882522583008
I'm {noun_phrase}.,chubby,36.29721832275391,18.197309494018555
I'm {noun_phrase}.,chunky,60.11621475219727,24.623294830322266
I'm {noun_phrase}.,curvy,38.05281829833984,25.95747756958008
I'm {noun_phrase}.,full-figured,27.666364669799805,26.10664367675781
I'm {noun_phrase}.,heavy,53.73954772949219,20.12236213684082
I'm {noun_phrase}.,heavy-set,30.58604621887207,28.50367546081543
I'm {noun_phrase}.,heavyset,25.825597763061523,27.06099319458008
I'm {noun_phrase}.,heftier,60.7192497253418,38.207855224609375
I'm {noun_phrase}.,hefty,84.2078857421875,17.425464630126953
I'm {noun_phrase}.,mildly overweight,59.19021224975586,16.385616302490234
I'm {noun_phrase}.,morbidly obese,20.909379959106445,25.976749420166016
I'm {noun_phrase}.,obese,35.96341323852539,27.847949981689453
I'm {noun_phrase}.,plump,45.702056884765625,33.9594841003418
I'm {noun_phrase}.,plus-sized,26.466629028320312,16.12439727783203
I'm {noun_phrase}.,potbellied,33.93648910522461,19.970653533935547
I'm {noun_phrase}.,rotund,53.37482833862305,26.46347427368164
I'm {noun_phrase}.,slightly overweight,38.83831024169922,24.6821231842041
I'm {noun_phrase}.,littler,35.47335433959961,24.743688583374023
I'm {noun_phrase}.,miniature,107.2844009399414,29.990346908569336
I'm {noun_phrase}.,petite,28.493741989135746,21.321434020996094
I'm {noun_phrase}.,scrawny,32.759544372558594,31.48819923400879
I'm {noun_phrase}.,short,48.74148941040039,29.769853591918945
I'm {noun_phrase}.,shorter,84.9847640991211,19.086336135864254
I'm {noun_phrase}.,small-stature,89.29434204101562,31.8892765045166
I'm {noun_phrase}.,smaller,64.45423889160156,28.70081329345703
I'm {noun_phrase}.,tiny,43.991119384765625,30.651243209838867
I'm {noun_phrase}.,vertically challenged,92.62527465820312,21.53525161743164
I'm {noun_phrase}.,very short,36.33511352539063,26.32248306274414
I'm {noun_phrase}.,bony,65.74275970458984,22.57420539855957
I'm {noun_phrase}.,gangly,61.160789489746094,24.490665435791016
I'm {noun_phrase}.,lanky,54.988887786865234,25.94967460632324
I'm {noun_phrase}.,skinny,50.44645690917969,28.31851577758789
I'm {noun_phrase}.,slender,56.257568359375,21.845617294311523
I'm {noun_phrase}.,slim,59.19644927978516,24.104650497436523
I'm {noun_phrase}.,svelte,31.77527618408203,27.62840843200684
I'm {noun_phrase}.,underweight,55.48558807373047,22.469423294067383
I'm {noun_phrase}.,hideous,71.2888412475586,27.848255157470703
I'm {noun_phrase}.,homely,47.14649963378906,20.98995018005371
I'm {noun_phrase}.,plain-looking,43.53341674804688,27.525754928588867
I'm {noun_phrase}.,unattractive,36.37797164916992,19.95802116394043
I'm {noun_phrase}.,alcohol-abusing,42.49833679199219,30.176637649536133
I'm {noun_phrase}.,drug-abusing,38.89483642578125,23.45099639892578
I'm {noun_phrase}.,drug-addict,41.682865142822266,19.47357749938965
I'm {noun_phrase}.,drug-addicted,22.55674743652344,24.76435661315918
I'm {noun_phrase}.,druggie,79.11508178710938,22.245620727539062
I'm {noun_phrase}.,junkie,50.22637939453125,22.745981216430664
I'm {noun_phrase}.,childfree,47.832149505615234,15.030856132507324
I'm {noun_phrase}.,childless,38.61704254150391,21.432525634765625
I'm {noun_phrase}.,houseless,64.04499816894531,31.069713592529297
I'm {noun_phrase}.,nomadic,37.35040283203125,23.371601104736328
I'm {noun_phrase}.,unhoused,111.17683410644533,29.72846794128418
I'm {noun_phrase}.,American-born,21.479978561401367,15.688882827758787
I'm {noun_phrase}.,US-born,30.86344146728516,18.924449920654297
I'm {noun_phrase}.,alien,74.37030792236328,25.66576385498047
I'm {noun_phrase}.,asylum-seeking,64.64408874511719,26.227025985717773
I'm {noun_phrase}.,foreign-born,23.81541633605957,20.44237327575684
I'm {noun_phrase}.,native-born,29.48303604125977,34.05942153930664
I'm {noun_phrase}.,naturalized,51.8179817199707,21.504758834838867
I'm {noun_phrase}.,non-native,33.78843307495117,20.266510009765625
I'm {noun_phrase}.,nonnative,69.9363021850586,25.38065719604492
I'm {noun_phrase}.,blue-collar,24.610605239868164,24.857975006103516
I'm {noun_phrase}.,casual worker,127.6844711303711,34.088504791259766
I'm {noun_phrase}.,gig worker,225.5864715576172,23.559608459472656
I'm {noun_phrase}.,half-timer,69.76802825927734,23.115467071533203
I'm {noun_phrase}.,homemaker,72.47010040283203,27.77230262756348
I'm {noun_phrase}.,independently wealthy,72.775634765625,20.490671157836918
I'm {noun_phrase}.,laid-off,42.75046920776367,19.209442138671875
I'm {noun_phrase}.,part-timer,47.27708435058594,25.699913024902344
I'm {noun_phrase}.,professional,47.06023025512695,27.842021942138672
I'm {noun_phrase}.,underemployed,16.416828155517578,14.297977447509766
I'm {noun_phrase}.,white-collar,31.10972595214844,23.901265144348145
I'm {noun_phrase}.,affianced,93.80845642089844,40.73667526245117
I'm {noun_phrase}.,available,136.17910766601562,25.845664978027344
I'm {noun_phrase}.,partnered,171.78604125976562,27.951845169067383
I'm {noun_phrase}.,unattached,65.03535461425781,35.98907852172852
I'm {noun_phrase}.,unmarried,47.59555435180664,17.67352294921875
I'm {noun_phrase}.,NIMBY,50.95701217651367,33.765567779541016
I'm {noun_phrase}.,bougie,67.86434173583984,28.710033416748047
I'm {noun_phrase}.,cosmopolitan,46.67715072631836,27.02000999450684
I'm {noun_phrase}.,goth,39.38680648803711,21.160070419311523
I'm {noun_phrase}.,hillbilly,30.030229568481445,20.613813400268555
I'm {noun_phrase}.,hippie,46.14643859863281,26.81744766235352
I'm {noun_phrase}.,hippy,51.22060775756836,24.612770080566406
I'm {noun_phrase}.,hipster,38.900020599365234,21.334259033203125
I'm {noun_phrase}.,incel,83.516845703125,19.75102424621582
I'm {noun_phrase}.,redneck,38.093711853027344,18.89119911193848
I'm {noun_phrase}.,yuppie,40.99067306518555,15.872425079345703
I'm {noun_phrase}.,gender-conforming,23.659894943237305,33.07971954345703
I'm {noun_phrase}.,cis,35.92976760864258,21.33942222595215
I'm {noun_phrase}.,cisgender,22.89925193786621,16.094501495361328
I'm {noun_phrase}.,AFAB,165.8395233154297,22.660808563232425
I'm {noun_phrase}.,AMAB,187.345947265625,12.586939811706545
I'm {noun_phrase}.,androgynous,13.910433769226074,21.722076416015625
I'm {noun_phrase}.,butch,44.25262069702149,20.005619049072266
I'm {noun_phrase}.,effeminate,26.074684143066406,27.592283248901367
I'm {noun_phrase}.,feminine,68.45220184326172,19.80524253845215
I'm {noun_phrase}.,femme,58.55630111694336,21.18753242492676
I'm {noun_phrase}.,manly,40.73832702636719,28.572355270385746
I'm {noun_phrase}.,masculine,62.02309036254883,15.432713508605955
I'm {noun_phrase}.,womanly,46.37135314941406,21.48430633544922
I'm {noun_phrase}.,agender,63.22069549560547,27.756614685058597
I'm {noun_phrase}.,androgyne,41.5514030456543,29.090770721435547
I'm {noun_phrase}.,bigender,105.24801635742188,22.17819023132324
I'm {noun_phrase}.,enby,187.40599060058597,24.636106491088867
I'm {noun_phrase}.,gender neutral,33.85736083984375,18.224363327026367
I'm {noun_phrase}.,gender non-conforming,11.664036750793455,12.823281288146973
I'm {noun_phrase}.,genderfluid,22.746984481811523,14.983597755432127
I'm {noun_phrase}.,genderless,42.86787414550781,27.707416534423828
I'm {noun_phrase}.,genderqueer,16.655481338500977,17.220735549926758
I'm {noun_phrase}.,neutrois,174.0324249267578,19.905254364013672
I'm {noun_phrase}.,non-binary,14.657599449157717,15.013957977294922
I'm {noun_phrase}.,two-spirit,33.38786697387695,19.627685546875
I'm {noun_phrase}.,endosex,290.3904724121094,35.33601760864258
I'm {noun_phrase}.,hermaphrodite,19.489238739013672,19.10672378540039
I'm {noun_phrase}.,intersex,28.267492294311523,23.887107849121094
I'm {noun_phrase}.,transsexual,39.23524475097656,39.07622528076172
I'm {noun_phrase}.,F2M,77.28978729248047,26.91972541809082
I'm {noun_phrase}.,FTM,69.17533111572266,32.16563415527344
I'm {noun_phrase}.,M2F,90.41211700439452,24.61968994140625
I'm {noun_phrase}.,MTF,52.78211975097656,25.37306404113769
I'm {noun_phrase}.,trans,27.16122055053711,15.48341464996338
I'm {noun_phrase}.,trans fem,102.07118225097656,29.49939727783203
I'm {noun_phrase}.,trans female,56.72062683105469,20.6398868560791
I'm {noun_phrase}.,trans feminine,85.40962219238281,22.5073299407959
I'm {noun_phrase}.,trans femme,43.18213653564453,18.755281448364254
I'm {noun_phrase}.,trans male,61.9863395690918,23.31731414794922
I'm {noun_phrase}.,trans masc,597.7138671875,25.66143798828125
I'm {noun_phrase}.,trans masculine,77.05016326904297,23.111587524414062
I'm {noun_phrase}.,American-Born Chinese,42.88176727294922,17.490482330322266
I'm {noun_phrase}.,Chinese-American,19.372426986694336,18.49521255493164
I'm {noun_phrase}.,Cuban-American,22.32698631286621,19.308300018310547
I'm {noun_phrase}.,Dominican-American,26.57403564453125,16.061580657958984
I'm {noun_phrase}.,Salvadoran-American,29.635316848754883,25.69752311706543
I'm {noun_phrase}.,Guatemalan-American,24.707706451416016,17.21634292602539
I'm {noun_phrase}.,Indian-American,19.718393325805664,11.622397422790527
I'm {noun_phrase}.,Mexican-American,20.04328727722168,19.178903579711918
I'm {noun_phrase}.,Korean-American,17.07024383544922,18.791711807250977
I'm {noun_phrase}.,Vietnamese-American,23.740013122558597,26.98040008544922
I'm {noun_phrase}.,blicket,233.62454223632807,54.14059829711914
I'm {noun_phrase}.,coodle,146.740478515625,30.62512969970703
I'm {noun_phrase}.,doff,154.60891723632812,28.079221725463867
I'm {noun_phrase}.,fitch,69.5390853881836,30.81361389160156
I'm {noun_phrase}.,mell,756.2901611328125,41.737937927246094
I'm {noun_phrase}.,stad,208.8902130126953,31.57169342041016
I'm {noun_phrase}.,tannin,52.14952850341797,33.846038818359375
I'm {noun_phrase}.,tulver,361.7410888671875,37.80952072143555
I'm {noun_phrase}.,Alaska Native,37.50967025756836,22.692588806152344
I'm {noun_phrase}.,Asian-American,16.84786605834961,21.666757583618164
I'm {noun_phrase}.,Desi,61.566162109375,34.35399627685547
I'm {noun_phrase}.,East Asian,33.42410659790039,20.89040946960449
I'm {noun_phrase}.,South Asian,30.599109649658203,21.68851661682129
I'm {noun_phrase}.,Southeast Asian,42.56093215942383,25.707088470458984
I'm {noun_phrase}.,African-American,14.87266731262207,23.184476852416992
I'm {noun_phrase}.,AAPI,82.82563018798828,17.88501739501953
I'm {noun_phrase}.,BIPOC,137.8338165283203,26.08739280700684
I'm {noun_phrase}.,Aboriginal,46.78518295288086,17.8170223236084
I'm {noun_phrase}.,American Indian,35.4954948425293,21.99600982666016
I'm {noun_phrase}.,Indigenous,53.880157470703125,18.04037857055664
I'm {noun_phrase}.,Native American,25.56023597717285,24.65968894958496
I'm {noun_phrase}.,Latin American,32.4400634765625,19.478015899658203
I'm {noun_phrase}.,Latine,91.90831756591795,28.995067596435547
I'm {noun_phrase}.,Latinx,56.66839599609375,23.494125366210938
I'm {noun_phrase}.,Native Hawaiian,43.77157974243164,21.31356239318848
I'm {noun_phrase}.,Pacific Islander,38.319461822509766,19.78081703186035
I'm {noun_phrase}.,Arabic,76.91665649414062,32.99134826660156
I'm {noun_phrase}.,European,110.7117156982422,25.358203887939453
I'm {noun_phrase}.,European-American,42.34902572631836,23.013017654418945
I'm {noun_phrase}.,Middle Eastern,31.085430145263672,27.05668258666992
I'm {noun_phrase}.,Amish,23.236909866333008,36.43280792236328
I'm {noun_phrase}.,Bahá'í,30.44225311279297,31.29317092895508
I'm {noun_phrase}.,Cheondoist,338.7946472167969,41.79353332519531
I'm {noun_phrase}.,Confucianist,54.82619094848633,35.14620590209961
I'm {noun_phrase}.,Conservative Jewish,63.0866584777832,17.514068603515625
I'm {noun_phrase}.,Druze,55.84133529663086,30.62104797363281
I'm {noun_phrase}.,Evangelical,41.30473327636719,14.555295944213867
I'm {noun_phrase}.,Hasidic,23.75851821899414,13.21116542816162
I'm {noun_phrase}.,Jain,72.41230773925781,24.768230438232425
I'm {noun_phrase}.,Lutheran,79.44730377197266,33.77606964111328
I'm {noun_phrase}.,Mormon,35.19817352294922,23.702749252319336
I'm {noun_phrase}.,Pagan,88.71858215332031,28.1794376373291
I'm {noun_phrase}.,Protestant,61.538368225097656,18.844423294067383
I'm {noun_phrase}.,Rasta,72.42570495605469,20.035972595214844
I'm {noun_phrase}.,Rastafarian,25.756738662719727,23.810136795043945
I'm {noun_phrase}.,Reform Jewish,65.96306610107422,31.332298278808597
I'm {noun_phrase}.,Satanist,65.8309097290039,25.77288818359375
I'm {noun_phrase}.,Shia,96.9909210205078,40.279876708984375
I'm {noun_phrase}.,Shintoist,61.477481842041016,28.826440811157227
I'm {noun_phrase}.,Sikh,49.82505798339844,30.342121124267575
I'm {noun_phrase}.,Spiritualist,105.29560089111328,23.252443313598636
I'm {noun_phrase}.,Sunni,83.71775817871094,23.499980926513672
I'm {noun_phrase}.,Taoist,54.893184661865234,29.44485664367676
I'm {noun_phrase}.,Unitarian,77.5811538696289,20.413047790527344
I'm {noun_phrase}.,Wiccan,35.50532150268555,17.295373916625977
I'm {noun_phrase}.,Zoroastrian,36.21979522705078,17.302875518798828
I'm {noun_phrase}.,agnostic,30.261119842529297,19.065874099731445
I'm {noun_phrase}.,atheist,42.446624755859375,26.048927307128903
I'm {noun_phrase}.,irreligious,49.28110885620117,23.69338607788086
I'm {noun_phrase}.,religious,39.76890182495117,17.899982452392578
I'm {noun_phrase}.,secular,52.48720169067383,22.29841423034668
I'm {noun_phrase}.,spiritual,65.2813949584961,28.457359313964844
I'm {noun_phrase}.,ace,117.31543731689452,47.28011703491211
I'm {noun_phrase}.,aromantic,82.10716247558594,31.29100799560547
I'm {noun_phrase}.,bi,100.6830596923828,24.396528244018555
I'm {noun_phrase}.,demisexual,43.11620330810547,15.49188995361328
I'm {noun_phrase}.,pan,177.1290283203125,31.565868377685547
I'm {noun_phrase}.,pansexual,56.52183151245117,17.98188591003418
I'm {noun_phrase}.,poly,41.897987365722656,24.45309066772461
I'm {noun_phrase}.,polyamorous,14.50654125213623,18.395994186401367
I'm {noun_phrase}.,hetero,33.759498596191406,29.31770133972168
I'm {noun_phrase}.,heterosexual,35.70659637451172,15.78136157989502
I'm {noun_phrase}.,broke,53.67142868041992,17.87150001525879
I'm {noun_phrase}.,low-income,21.520248413085938,22.28351211547852
I'm {noun_phrase}.,college-graduate,55.68830490112305,19.963603973388672
I'm {noun_phrase}.,high-school-dropout,41.87309265136719,26.0477294921875
I'm {noun_phrase}.,affluent,68.2896499633789,21.740867614746094
I'm {noun_phrase}.,financially well-off,30.31541633605957,23.479393005371094
I'm {noun_phrase}.,high-net-worth,21.71510124206543,16.205286026000977
I'm {noun_phrase}.,moneyed,77.35527038574219,31.35307884216309
I'm {noun_phrase}.,one-percenter,50.99936676025391,26.286340713500977
I'm {noun_phrase}.,upper-class,34.6984748840332,15.918816566467283
I'm {noun_phrase}.,wealthy,57.341251373291016,24.0052490234375
I'm {noun_phrase}.,well-off,31.25960731506348,25.7131462097168
I'm {noun_phrase}.,well-to-do,15.692776679992676,19.456865310668945
I'm {noun_phrase}.,trailer trash,155.99899291992188,38.11927795410156
I'm {noun_phrase}.,working-class,20.51715660095215,25.857425689697266
I'm {noun_phrase}.,Deaf,47.31184768676758,22.89908790588379
I'm {noun_phrase}.,autistic,42.16219711303711,27.539974212646484
I'm {noun_phrase}.,disabled,44.79972457885742,18.78582572937012
I'm {noun_phrase}.,blind,46.07616424560547,30.070236206054688
I'm {noun_phrase}.,adult,38.292091369628906,19.619993209838867
I'm {noun_phrase}.,teenage,53.0940055847168,28.645700454711918
I'm {noun_phrase}.,middle-aged,15.021696090698242,23.947376251220703
I'm {noun_phrase}.,old,28.59439468383789,28.19529151916504
I'm {noun_phrase}.,young,22.0399169921875,16.159208297729492
I'm {noun_phrase}.,pretty,42.239013671875,23.299259185791016
I'm {noun_phrase}.,amber-eyed,44.23989868164063,30.662294387817383
I'm {noun_phrase}.,blue-eyed,29.125629425048828,23.960824966430664
I'm {noun_phrase}.,brown-eyed,43.19567489624024,30.313783645629883
I'm {noun_phrase}.,gray-eyed,44.694480895996094,26.262598037719727
I'm {noun_phrase}.,green-eyed,31.54589462280273,21.89394760131836
I'm {noun_phrase}.,grey-eyed,49.44758605957031,31.593734741210938
I'm {noun_phrase}.,hazel-eyed,43.88700866699219,29.845739364624023
I'm {noun_phrase}.,fit,59.516845703125,26.59857940673828
I'm {noun_phrase}.,in-shape,33.25508117675781,19.253894805908203
I'm {noun_phrase}.,bald,63.40044021606445,26.35383033752441
I'm {noun_phrase}.,bearded,65.69932556152344,43.652469635009766
I'm {noun_phrase}.,black-haired,33.87197494506836,19.020580291748047
I'm {noun_phrase}.,blond,69.64464569091797,31.98214530944824
I'm {noun_phrase}.,blonde,62.79194259643555,30.33728790283203
I'm {noun_phrase}.,brown-haired,36.27016830444336,20.73519897460937
I'm {noun_phrase}.,brunette,37.08487701416016,20.89641761779785
I'm {noun_phrase}.,tall,36.72913360595703,36.57620620727539
I'm {noun_phrase}.,average-height,36.935733795166016,32.46475982666016
