axis,template,descriptor1,descriptor2,input_distance,output_distance
body_type,I'm {noun_phrase}.,amber-eyed,hazel-eyed,0.10041439533233648,0.015559881925582941
body_type,I'm {noun_phrase}.,amber-eyed,fit,0.08354456722736361,0.034999758005142156
body_type,I'm {noun_phrase}.,amber-eyed,in-shape,0.059783756732940674,0.008250981569290217
body_type,I'm {noun_phrase}.,amber-eyed,bald,0.03372976183891291,0.06500706076622012
body_type,I'm {noun_phrase}.,amber-eyed,bearded,0.07387062907218939,0.10015112161636347
body_type,I'm {noun_phrase}.,amber-eyed,black-haired,0.0731881111860275,0.020269662141799927
body_type,I'm {noun_phrase}.,amber-eyed,blond,0.012804180383682195,0.052656993269920405
body_type,I'm {noun_phrase}.,amber-eyed,blonde,0.051087409257888794,0.27250605821609497
body_type,I'm {noun_phrase}.,amber-eyed,brown-haired,0.05121958255767822,0.029910445213317927
body_type,I'm {noun_phrase}.,amber-eyed,brunette,0.11138632893562322,0.1097229123115539
body_type,I'm {noun_phrase}.,amber-eyed,tall,0.16790124773979187,0.1202642023563385
body_type,I'm {noun_phrase}.,amber-eyed,average-height,0.10554245114326477,0.12458890676498408
body_type,I'm {noun_phrase}.,amber-eyed,fat,0.2203589528799057,0.1900847852230072
body_type,I'm {noun_phrase}.,amber-eyed,overweight,0.04417169094085699,0.021910876035690308
body_type,I'm {noun_phrase}.,amber-eyed,brown-skinned,0.0698790103197098,0.07225789129734042
body_type,I'm {noun_phrase}.,amber-eyed,dark-skinned,0.1173520535230636,0.23104572296142584
body_type,I'm {noun_phrase}.,amber-eyed,light-skinned,0.04680719971656799,0.07974988222122192
body_type,I'm {noun_phrase}.,amber-eyed,olive-skinned,0.02253147959709162,0.020011037588119507
body_type,I'm {noun_phrase}.,amber-eyed,small,0.043789565563201904,0.01215258240699768
body_type,I'm {noun_phrase}.,amber-eyed,thin,0.01139682531356817,0.1092166602611542
body_type,I'm {noun_phrase}.,amber-eyed,ugly,0.079628735780716,0.2139724344015122
body_type,I'm {noun_phrase}.,blue-eyed,brown-eyed,0.1219815611839295,0.008172214031219482
body_type,I'm {noun_phrase}.,blue-eyed,gray-eyed,0.1660904437303544,0.08330154418945312
body_type,I'm {noun_phrase}.,blue-eyed,green-eyed,0.005099356174468994,0.0690481960773468
body_type,I'm {noun_phrase}.,blue-eyed,grey-eyed,0.11516392230987549,0.12672656774520868
body_type,I'm {noun_phrase}.,blue-eyed,hazel-eyed,0.0398460328578949,0.004043370485305842
body_type,I'm {noun_phrase}.,blue-eyed,fit,0.1441129297018052,0.046516269445419256
body_type,I'm {noun_phrase}.,blue-eyed,in-shape,0.00078460574150091,0.003265529870986883
body_type,I'm {noun_phrase}.,blue-eyed,bald,0.09429812431335449,0.05349054932594302
body_type,I'm {noun_phrase}.,blue-eyed,bearded,0.013302266597747803,0.11166763305664057
body_type,I'm {noun_phrase}.,blue-eyed,black-haired,0.13375647366046908,0.008753150701522827
body_type,I'm {noun_phrase}.,blue-eyed,blond,0.07337254285812378,0.041140481829643305
body_type,I'm {noun_phrase}.,blue-eyed,blonde,0.00948095321655279,0.28402256965637207
body_type,I'm {noun_phrase}.,blue-eyed,brown-haired,0.1117879450321198,0.018393933773040827
body_type,I'm {noun_phrase}.,blue-eyed,brunette,0.05081796646118164,0.121239423751831
body_type,I'm {noun_phrase}.,blue-eyed,tall,0.10733288526535029,0.1317807137966156
body_type,I'm {noun_phrase}.,blue-eyed,average-height,0.04497408866882319,0.13610541820526117
body_type,I'm {noun_phrase}.,blue-eyed,fat,0.2809273153543473,0.1785682737827301
body_type,I'm {noun_phrase}.,blue-eyed,overweight,0.016396671533584595,0.010394364595413208
body_type,I'm {noun_phrase}.,blue-eyed,brown-skinned,0.1304473727941514,0.06074137985706332
body_type,I'm {noun_phrase}.,blue-eyed,dark-skinned,0.1779204159975052,0.21952921152114874
body_type,I'm {noun_phrase}.,blue-eyed,light-skinned,0.10737556219100958,0.06823337078094482
body_type,I'm {noun_phrase}.,blue-eyed,olive-skinned,0.0830998420715332,0.008494526147842407
body_type,I'm {noun_phrase}.,blue-eyed,small,0.01677879691123968,0.02366909384727478
body_type,I'm {noun_phrase}.,blue-eyed,thin,0.04917153716087341,0.0977001488208771
body_type,I'm {noun_phrase}.,blue-eyed,ugly,0.019060373306274414,0.2024559229612351
body_type,I'm {noun_phrase}.,brown-eyed,gray-eyed,0.044108882546424893,0.09147375822067261
body_type,I'm {noun_phrase}.,brown-eyed,green-eyed,0.1270809173583985,0.06087598204612732
body_type,I'm {noun_phrase}.,brown-eyed,grey-eyed,0.006817638874054011,0.1185543537139892
body_type,I'm {noun_phrase}.,brown-eyed,hazel-eyed,0.1618275940418244,0.012215584516525324
body_type,I'm {noun_phrase}.,brown-eyed,fit,0.0221313685178757,0.038344055414199774
body_type,I'm {noun_phrase}.,brown-eyed,in-shape,0.12119695544242859,0.0049066841602325995
body_type,I'm {noun_phrase}.,brown-eyed,bald,0.027683436870575007,0.0616627633571625
body_type,I'm {noun_phrase}.,brown-eyed,bearded,0.1352838277816773,0.10349541902542109
body_type,I'm {noun_phrase}.,brown-eyed,black-haired,0.011774912476539584,0.01692536473274231
body_type,I'm {noun_phrase}.,brown-eyed,blond,0.04860901832580572,0.04931269586086279
body_type,I'm {noun_phrase}.,brown-eyed,blonde,0.11250060796737671,0.2758503556251526
body_type,I'm {noun_phrase}.,brown-eyed,brown-haired,0.010193616151809692,0.02656614780426031
body_type,I'm {noun_phrase}.,brown-eyed,brunette,0.17279952764511114,0.11306720972061152
body_type,I'm {noun_phrase}.,brown-eyed,tall,0.22931444644927979,0.12360849976539612
body_type,I'm {noun_phrase}.,brown-eyed,average-height,0.16695564985275269,0.1279332041740417
body_type,I'm {noun_phrase}.,brown-eyed,fat,0.15894575417041779,0.18674048781394958
body_type,I'm {noun_phrase}.,brown-eyed,overweight,0.1055848896503449,0.01856657862663269
body_type,I'm {noun_phrase}.,brown-eyed,brown-skinned,0.00846581161022189,0.0689135938882828
body_type,I'm {noun_phrase}.,brown-eyed,dark-skinned,0.05593885481357569,0.22770142555236822
body_type,I'm {noun_phrase}.,brown-eyed,light-skinned,0.014605998992919922,0.0764055848121643
body_type,I'm {noun_phrase}.,brown-eyed,olive-skinned,0.038881719112396296,0.01666674017906189
body_type,I'm {noun_phrase}.,brown-eyed,small,0.10520276427268982,0.015496879816055298
body_type,I'm {noun_phrase}.,brown-eyed,thin,0.07281002402305609,0.10587236285209659
body_type,I'm {noun_phrase}.,brown-eyed,ugly,0.1410419344902039,0.21062813699245458
body_type,I'm {noun_phrase}.,gray-eyed,green-eyed,0.1711897999048234,0.15234974026679993
body_type,I'm {noun_phrase}.,gray-eyed,grey-eyed,0.050926521420478904,0.2100281119346618
body_type,I'm {noun_phrase}.,gray-eyed,hazel-eyed,0.2059364765882493,0.07925817370414728
body_type,I'm {noun_phrase}.,gray-eyed,fit,0.021977514028549194,0.12981781363487238
body_type,I'm {noun_phrase}.,gray-eyed,in-shape,0.16530583798885348,0.08656707406044001
body_type,I'm {noun_phrase}.,gray-eyed,bald,0.0717923194169999,0.029810994863510104
body_type,I'm {noun_phrase}.,gray-eyed,bearded,0.1793927103281022,0.1949691772460937
body_type,I'm {noun_phrase}.,gray-eyed,black-haired,0.03233397006988531,0.0745483934879303
body_type,I'm {noun_phrase}.,gray-eyed,blond,0.09271790087223061,0.04216106235980982
body_type,I'm {noun_phrase}.,gray-eyed,blonde,0.1566094905138016,0.3673241138458252
body_type,I'm {noun_phrase}.,gray-eyed,brown-haired,0.054302498698234586,0.0649076104164123
body_type,I'm {noun_phrase}.,gray-eyed,brunette,0.21690841019153603,0.20454096794128412
body_type,I'm {noun_phrase}.,gray-eyed,tall,0.27342332899570465,0.21508225798606873
body_type,I'm {noun_phrase}.,gray-eyed,average-height,0.21106453239917758,0.2194069623947143
body_type,I'm {noun_phrase}.,gray-eyed,fat,0.11483687162399289,0.09526672959327699
body_type,I'm {noun_phrase}.,gray-eyed,overweight,0.1496937721967698,0.07290717959403992
body_type,I'm {noun_phrase}.,gray-eyed,brown-skinned,0.035643070936203,0.022560164332389804
body_type,I'm {noun_phrase}.,gray-eyed,dark-skinned,0.011829972267150796,0.1362276673316956
body_type,I'm {noun_phrase}.,gray-eyed,light-skinned,0.058714881539344815,0.0150681734085083
body_type,I'm {noun_phrase}.,gray-eyed,olive-skinned,0.08299060165882119,0.07480701804161072
body_type,I'm {noun_phrase}.,gray-eyed,small,0.1493116468191147,0.1069706380367279
body_type,I'm {noun_phrase}.,gray-eyed,thin,0.11691890656948098,0.014398604631423978
body_type,I'm {noun_phrase}.,gray-eyed,ugly,0.1851508170366288,0.11915437877178199
body_type,I'm {noun_phrase}.,green-eyed,grey-eyed,0.12026327848434448,0.05767837166786188
body_type,I'm {noun_phrase}.,green-eyed,hazel-eyed,0.0347466766834259,0.07309156656265264
body_type,I'm {noun_phrase}.,green-eyed,fit,0.1492122858762742,0.022531926631927546
body_type,I'm {noun_phrase}.,green-eyed,in-shape,0.005883961915969904,0.06578266620635992
body_type,I'm {noun_phrase}.,green-eyed,bald,0.09939748048782349,0.12253874540328982
body_type,I'm {noun_phrase}.,green-eyed,bearded,0.008202910423278809,0.04261943697929377
body_type,I'm {noun_phrase}.,green-eyed,black-haired,0.13885582983493808,0.07780134677886963
body_type,I'm {noun_phrase}.,green-eyed,blond,0.07847189903259277,0.1101886779069901
body_type,I'm {noun_phrase}.,green-eyed,blonde,0.014580309391021784,0.21497437357902527
body_type,I'm {noun_phrase}.,green-eyed,brown-haired,0.1168873012065888,0.08744212985038763
body_type,I'm {noun_phrase}.,green-eyed,brunette,0.045718610286712646,0.0521912276744842
body_type,I'm {noun_phrase}.,green-eyed,tall,0.10223352909088129,0.0627325177192688
body_type,I'm {noun_phrase}.,green-eyed,average-height,0.03987473249435419,0.06705722212791437
body_type,I'm {noun_phrase}.,green-eyed,fat,0.2860266715288163,0.2476164698600769
body_type,I'm {noun_phrase}.,green-eyed,overweight,0.02149602770805359,0.07944256067276001
body_type,I'm {noun_phrase}.,green-eyed,brown-skinned,0.13554672896862038,0.12978957593441012
body_type,I'm {noun_phrase}.,green-eyed,dark-skinned,0.18301977217197418,0.28857740759849554
body_type,I'm {noun_phrase}.,green-eyed,light-skinned,0.11247491836547857,0.13728156685829163
body_type,I'm {noun_phrase}.,green-eyed,olive-skinned,0.0881991982460022,0.07754272222518921
body_type,I'm {noun_phrase}.,green-eyed,small,0.021878153085708674,0.04537910223007202
body_type,I'm {noun_phrase}.,green-eyed,thin,0.05427089333534241,0.1667483448982239
body_type,I'm {noun_phrase}.,green-eyed,ugly,0.01396101713180542,0.2715041190385819
body_type,I'm {noun_phrase}.,grey-eyed,hazel-eyed,0.15500995516777039,0.13076993823051453
body_type,I'm {noun_phrase}.,grey-eyed,fit,0.02894900739192971,0.08021029829978943
body_type,I'm {noun_phrase}.,grey-eyed,in-shape,0.11437931656837458,0.1234610378742218
body_type,I'm {noun_phrase}.,grey-eyed,bald,0.020865797996520996,0.1802171170711517
body_type,I'm {noun_phrase}.,grey-eyed,bearded,0.1284661889076233,0.015058934688568115
body_type,I'm {noun_phrase}.,grey-eyed,black-haired,0.018592551350593595,0.1354797184467315
body_type,I'm {noun_phrase}.,grey-eyed,blond,0.04179137945175171,0.167867049574852
body_type,I'm {noun_phrase}.,grey-eyed,blonde,0.1056829690933227,0.15729600191116339
body_type,I'm {noun_phrase}.,grey-eyed,brown-haired,0.003375977277755682,0.1451205015182495
body_type,I'm {noun_phrase}.,grey-eyed,brunette,0.16598188877105713,0.0054871439933776855
body_type,I'm {noun_phrase}.,grey-eyed,tall,0.22249680757522577,0.005054146051406916
body_type,I'm {noun_phrase}.,grey-eyed,average-height,0.16013801097869867,0.00937885046005249
body_type,I'm {noun_phrase}.,grey-eyed,fat,0.1657633930444718,0.3052948415279388
body_type,I'm {noun_phrase}.,grey-eyed,overweight,0.0987672507762909,0.1371209323406219
body_type,I'm {noun_phrase}.,grey-eyed,brown-skinned,0.015283450484275901,0.187467947602272
body_type,I'm {noun_phrase}.,grey-eyed,dark-skinned,0.0627564936876297,0.3462557792663574
body_type,I'm {noun_phrase}.,grey-eyed,light-skinned,0.007788360118865911,0.1949599385261535
body_type,I'm {noun_phrase}.,grey-eyed,olive-skinned,0.032064080238342285,0.1352210938930511
body_type,I'm {noun_phrase}.,grey-eyed,small,0.09838512539863581,0.1030574738979339
body_type,I'm {noun_phrase}.,grey-eyed,thin,0.06599238514900208,0.2244267165660858
body_type,I'm {noun_phrase}.,grey-eyed,ugly,0.1342242956161499,0.3291824907064438
body_type,I'm {noun_phrase}.,hazel-eyed,fit,0.1839589625597001,0.0505596399307251
body_type,I'm {noun_phrase}.,hazel-eyed,in-shape,0.04063063859939581,0.007308900356292725
body_type,I'm {noun_phrase}.,hazel-eyed,bald,0.1341441571712494,0.04944717884063718
body_type,I'm {noun_phrase}.,hazel-eyed,bearded,0.026543766260147095,0.11571100354194641
body_type,I'm {noun_phrase}.,hazel-eyed,black-haired,0.17360250651836398,0.0047097802162169855
body_type,I'm {noun_phrase}.,hazel-eyed,blond,0.11321857571601868,0.03709711134433746
body_type,I'm {noun_phrase}.,hazel-eyed,blonde,0.04932698607444769,0.2880659401416779
body_type,I'm {noun_phrase}.,hazel-eyed,brown-haired,0.1516339778900147,0.014350563287734985
body_type,I'm {noun_phrase}.,hazel-eyed,brunette,0.010971933603286743,0.12528279423713684
body_type,I'm {noun_phrase}.,hazel-eyed,tall,0.06748685240745539,0.13582408428192144
body_type,I'm {noun_phrase}.,hazel-eyed,average-height,0.005128055810928289,0.14014878869056702
body_type,I'm {noun_phrase}.,hazel-eyed,fat,0.3207733482122422,0.17452490329742426
body_type,I'm {noun_phrase}.,hazel-eyed,overweight,0.05624270439147949,0.006350994110107366
body_type,I'm {noun_phrase}.,hazel-eyed,brown-skinned,0.1702934056520463,0.05669800937175748
body_type,I'm {noun_phrase}.,hazel-eyed,dark-skinned,0.21776644885540009,0.2154858410358429
body_type,I'm {noun_phrase}.,hazel-eyed,light-skinned,0.14722159504890447,0.06419000029563898
body_type,I'm {noun_phrase}.,hazel-eyed,olive-skinned,0.1229458749294281,0.004451155662536566
body_type,I'm {noun_phrase}.,hazel-eyed,small,0.05662482976913458,0.027712464332580622
body_type,I'm {noun_phrase}.,hazel-eyed,thin,0.08901757001876831,0.09365677833557126
body_type,I'm {noun_phrase}.,hazel-eyed,ugly,0.020785659551620483,0.19841255247592926
body_type,I'm {noun_phrase}.,fit,in-shape,0.1433283239603043,0.04325073957443237
body_type,I'm {noun_phrase}.,fit,bald,0.049814805388450706,0.10000681877136228
body_type,I'm {noun_phrase}.,fit,bearded,0.157415196299553,0.06515136361122131
body_type,I'm {noun_phrase}.,fit,black-haired,0.010356456041336115,0.05526942014694208
body_type,I'm {noun_phrase}.,fit,blond,0.07074038684368142,0.08765675127506256
body_type,I'm {noun_phrase}.,fit,blonde,0.1346319764852524,0.23750630021095281
body_type,I'm {noun_phrase}.,fit,brown-haired,0.03232498466968539,0.06491020321846008
body_type,I'm {noun_phrase}.,fit,brunette,0.19493089616298684,0.07472315430641174
body_type,I'm {noun_phrase}.,fit,tall,0.25144581496715546,0.08526444435119634
body_type,I'm {noun_phrase}.,fit,average-height,0.18908701837062838,0.08958914875984192
body_type,I'm {noun_phrase}.,fit,fat,0.1368143856525421,0.22508454322814936
body_type,I'm {noun_phrase}.,fit,overweight,0.1277162581682206,0.056910634040832464
body_type,I'm {noun_phrase}.,fit,brown-skinned,0.013665556907653809,0.10725764930248258
body_type,I'm {noun_phrase}.,fit,dark-skinned,0.03380748629569999,0.266045480966568
body_type,I'm {noun_phrase}.,fit,light-skinned,0.03673736751079562,0.11474964022636408
body_type,I'm {noun_phrase}.,fit,olive-skinned,0.061013087630271995,0.05501079559326166
body_type,I'm {noun_phrase}.,fit,small,0.12733413279056552,0.022847175598144476
body_type,I'm {noun_phrase}.,fit,thin,0.09494139254093178,0.14421641826629636
body_type,I'm {noun_phrase}.,fit,ugly,0.1631733030080796,0.24897219240665436
body_type,I'm {noun_phrase}.,in-shape,bald,0.09351351857185358,0.056756079196929904
body_type,I'm {noun_phrase}.,in-shape,bearded,0.014086872339248713,0.10840210318565369
body_type,I'm {noun_phrase}.,in-shape,black-haired,0.13297186791896817,0.01201868057250971
body_type,I'm {noun_phrase}.,in-shape,blond,0.07258793711662287,0.04440601170063019
body_type,I'm {noun_phrase}.,in-shape,blonde,0.00869634747505188,0.2807570397853852
body_type,I'm {noun_phrase}.,in-shape,brown-haired,0.1110033392906189,0.02165946364402771
body_type,I'm {noun_phrase}.,in-shape,brunette,0.05160257220268255,0.11797389388084412
body_type,I'm {noun_phrase}.,in-shape,tall,0.1081174910068512,0.12851518392562872
body_type,I'm {noun_phrase}.,in-shape,average-height,0.0457586944103241,0.1328398883342743
body_type,I'm {noun_phrase}.,in-shape,fat,0.2801427096128464,0.18183380365371699
body_type,I'm {noun_phrase}.,in-shape,overweight,0.015612065792083685,0.013659894466400091
body_type,I'm {noun_phrase}.,in-shape,brown-skinned,0.12966276705265048,0.0640069097280502
body_type,I'm {noun_phrase}.,in-shape,dark-skinned,0.17713581025600428,0.22279474139213562
body_type,I'm {noun_phrase}.,in-shape,light-skinned,0.10659095644950867,0.07149890065193171
body_type,I'm {noun_phrase}.,in-shape,olive-skinned,0.0823152363300323,0.01176005601882929
body_type,I'm {noun_phrase}.,in-shape,small,0.01599419116973877,0.020403563976287897
body_type,I'm {noun_phrase}.,in-shape,thin,0.0483869314193725,0.10096567869186399
body_type,I'm {noun_phrase}.,in-shape,ugly,0.019844979047775324,0.20572145283222198
body_type,I'm {noun_phrase}.,bald,bearded,0.1076003909111023,0.1651581823825836
body_type,I'm {noun_phrase}.,bald,black-haired,0.03945834934711459,0.044737398624420194
body_type,I'm {noun_phrase}.,bald,blond,0.020925581455230713,0.012350067496299716
body_type,I'm {noun_phrase}.,bald,blonde,0.0848171710968017,0.33751311898231506
body_type,I'm {noun_phrase}.,bald,brown-haired,0.017489820718765314,0.035096615552902194
body_type,I'm {noun_phrase}.,bald,brunette,0.14511609077453613,0.17472997307777402
body_type,I'm {noun_phrase}.,bald,tall,0.20163100957870478,0.18527126312255862
body_type,I'm {noun_phrase}.,bald,average-height,0.13927221298217768,0.1895959675312042
body_type,I'm {noun_phrase}.,bald,fat,0.1866291910409928,0.1250777244567871
body_type,I'm {noun_phrase}.,bald,overweight,0.0779014527797699,0.04309618473052981
body_type,I'm {noun_phrase}.,bald,brown-skinned,0.0361492484807969,0.0072508305311203
body_type,I'm {noun_phrase}.,bald,dark-skinned,0.0836222916841507,0.1660386621952057
body_type,I'm {noun_phrase}.,bald,light-skinned,0.013077437877655085,0.014742821455001803
body_type,I'm {noun_phrase}.,bald,olive-skinned,0.011198282241821289,0.044996023178100614
body_type,I'm {noun_phrase}.,bald,small,0.07751932740211481,0.0771596431732178
body_type,I'm {noun_phrase}.,bald,thin,0.04512658715248108,0.04420959949493408
body_type,I'm {noun_phrase}.,bald,ugly,0.1133584976196289,0.1489653736352921
body_type,I'm {noun_phrase}.,bearded,black-haired,0.14705874025821689,0.1204207837581634
body_type,I'm {noun_phrase}.,bearded,blond,0.08667480945587158,0.15280811488628387
body_type,I'm {noun_phrase}.,bearded,blonde,0.022783219814300593,0.1723549365997315
body_type,I'm {noun_phrase}.,bearded,brown-haired,0.1250902116298676,0.1300615668296814
body_type,I'm {noun_phrase}.,bearded,brunette,0.03751569986343384,0.00957179069519043
body_type,I'm {noun_phrase}.,bearded,tall,0.09403061866760248,0.02011308073997503
body_type,I'm {noun_phrase}.,bearded,average-height,0.031671822071075384,0.024437785148620605
body_type,I'm {noun_phrase}.,bearded,fat,0.2942295819520951,0.29023590683937067
body_type,I'm {noun_phrase}.,bearded,overweight,0.029698938131332397,0.12206199765205378
body_type,I'm {noun_phrase}.,bearded,brown-skinned,0.1437496393918992,0.1724090129137039
body_type,I'm {noun_phrase}.,bearded,dark-skinned,0.191222682595253,0.3311968445777893
body_type,I'm {noun_phrase}.,bearded,light-skinned,0.12067782878875738,0.1799010038375854
body_type,I'm {noun_phrase}.,bearded,olive-skinned,0.096402108669281,0.12016215920448298
body_type,I'm {noun_phrase}.,bearded,small,0.030081063508987482,0.08799853920936579
body_type,I'm {noun_phrase}.,bearded,thin,0.062473803758621216,0.20936778187751767
body_type,I'm {noun_phrase}.,bearded,ugly,0.005758106708526611,0.31412355601787567
body_type,I'm {noun_phrase}.,black-haired,blond,0.060383930802345304,0.03238733112812048
body_type,I'm {noun_phrase}.,black-haired,blonde,0.12427552044391629,0.2927757203578949
body_type,I'm {noun_phrase}.,black-haired,brown-haired,0.021968528628349276,0.009640783071518
body_type,I'm {noun_phrase}.,black-haired,brunette,0.18457444012165072,0.12999257445335383
