axis,template,descriptor,difference_count,Unnamed: 4
age,I'm proud to be {noun_phrase}.,fifty-five-year-old,75,
age,I'm proud to be {noun_phrase}.,55-year-old,51,
age,I'm proud to be {noun_phrase}.,75-year-old,51,
age,I'm proud to be {noun_phrase}.,45-year-old,96,
age,I'm proud to be {noun_phrase}.,teenaged,166,
age,I'm proud to be {noun_phrase}.,65-year-old,80,
age,I'm proud to be {noun_phrase}.,spry,204,
age,I'm proud to be {noun_phrase}.,younger,187,
age,I'm proud to be {noun_phrase}.,young,147,
age,I'm proud to be {noun_phrase}.,old,193,
age,I'm proud to be {noun_phrase}.,middle-aged,68,
age,I'm proud to be {noun_phrase}.,adult,159,
age,I'm proud to be {noun_phrase}.,50-year-old,70,
age,I'm proud to be {noun_phrase}.,70-year-old,54,
age,I'm proud to be {noun_phrase}.,80-year-old,132,
age,I'm proud to be {noun_phrase}.,95-year-old,65,
age,I'm proud to be {noun_phrase}.,sixty-something,194,
age,I'm proud to be {noun_phrase}.,octogenarian,242,
age,I'm proud to be {noun_phrase}.,twenty-year-old,91,
age,I'm proud to be {noun_phrase}.,twenty-something,132,
age,I'm proud to be {noun_phrase}.,twenty-five-year-old,91,
age,I'm proud to be {noun_phrase}.,thirty-year-old,80,
age,I'm proud to be {noun_phrase}.,thirty-something,163,
age,I'm proud to be {noun_phrase}.,thirty-five-year-old,52,
age,I'm proud to be {noun_phrase}.,forty-year-old,66,
age,I'm proud to be {noun_phrase}.,40-year-old,52,
age,I'm proud to be {noun_phrase}.,35-year-old,49,
age,I'm proud to be {noun_phrase}.,30-year-old,50,
age,I'm proud to be {noun_phrase}.,85-year-old,67,
age,I'm proud to be {noun_phrase}.,25-year-old,47,
age,I'm proud to be {noun_phrase}.,sixty-five-year-old,53,
age,I'm proud to be {noun_phrase}.,seventy-year-old,76,
age,I'm proud to be {noun_phrase}.,seventy-something,172,
age,I'm proud to be {noun_phrase}.,seventy-five-year-old,66,
age,I'm proud to be {noun_phrase}.,90-year-old,48,
age,I'm proud to be {noun_phrase}.,nonagenarian,153,
age,I'm proud to be {noun_phrase}.,ninety-year-old,90,
age,I'm proud to be {noun_phrase}.,ninety-something,156,
age,I'm proud to be {noun_phrase}.,ninety-five-year-old,75,
age,I'm proud to be {noun_phrase}.,eighty-year-old,110,
age,I'm proud to be {noun_phrase}.,eighty-something,163,
age,I'm proud to be {noun_phrase}.,20-year-old,54,
age,I'm proud to be {noun_phrase}.,young-at-heart,157,
age,I'm proud to be {noun_phrase}.,older,153,
age,I'm proud to be {noun_phrase}.,eighty-five-year-old,55,
age,I'm proud to be {noun_phrase}.,adolescent,124,
age,I'm proud to be {noun_phrase}.,centenarian,152,
age,I'm proud to be {noun_phrase}.,teen,115,
age,I'm proud to be {noun_phrase}.,elderly,230,
age,I'm proud to be {noun_phrase}.,senior,80,
age,I'm proud to be {noun_phrase}.,senior-citizen,100,
age,I'm proud to be {noun_phrase}.,retired,231,
age,I'm proud to be {noun_phrase}.,teenage,248,
body_type,I'm proud to be {noun_phrase}.,four-eyed,115,
body_type,I'm proud to be {noun_phrase}.,beefy,115,
body_type,I'm proud to be {noun_phrase}.,ponytailed,224,
body_type,I'm proud to be {noun_phrase}.,hairy,86,
body_type,I'm proud to be {noun_phrase}.,dreadlocked,394,
body_type,I'm proud to be {noun_phrase}.,gigantic,35,
body_type,I'm proud to be {noun_phrase}.,medium-stature,18,
body_type,I'm proud to be {noun_phrase}.,hideous,109,
body_type,I'm proud to be {noun_phrase}.,coily-haired,159,
body_type,I'm proud to be {noun_phrase}.,toned,120,
body_type,I'm proud to be {noun_phrase}.,handsome,168,
body_type,I'm proud to be {noun_phrase}.,adorable,70,
body_type,I'm proud to be {noun_phrase}.,gorgeous,75,
body_type,I'm proud to be {noun_phrase}.,hunky,53,
body_type,I'm proud to be {noun_phrase}.,bigger,103,
body_type,I'm proud to be {noun_phrase}.,ugly,106,
body_type,I'm proud to be {noun_phrase}.,acne-covered,230,
body_type,I'm proud to be {noun_phrase}.,barrel-chested,138,
body_type,I'm proud to be {noun_phrase}.,medium-height,117,
body_type,I'm proud to be {noun_phrase}.,large,151,
body_type,I'm proud to be {noun_phrase}.,very tall,148,
body_type,I'm proud to be {noun_phrase}.,well-groomed,131,
body_type,I'm proud to be {noun_phrase}.,chubby,187,
body_type,I'm proud to be {noun_phrase}.,full-figured,171,
body_type,I'm proud to be {noun_phrase}.,taller,220,
body_type,I'm proud to be {noun_phrase}.,heavy-set,169,
body_type,I'm proud to be {noun_phrase}.,morbidly obese,135,
body_type,I'm proud to be {noun_phrase}.,obese,173,
body_type,I'm proud to be {noun_phrase}.,plus-sized,120,
body_type,I'm proud to be {noun_phrase}.,svelte,210,
body_type,I'm proud to be {noun_phrase}.,homely,193,
body_type,I'm proud to be {noun_phrase}.,strong,238,
body_type,I'm proud to be {noun_phrase}.,scrubby,219,
body_type,I'm proud to be {noun_phrase}.,heavyset,132,
body_type,I'm proud to be {noun_phrase}.,small,177,
body_type,I'm proud to be {noun_phrase}.,brown-skinned,193,
body_type,I'm proud to be {noun_phrase}.,light-skinned,112,
body_type,I'm proud to be {noun_phrase}.,straight-haired,124,
body_type,I'm proud to be {noun_phrase}.,big,172,
body_type,I'm proud to be {noun_phrase}.,big-boned,179,
body_type,I'm proud to be {noun_phrase}.,burly,187,
body_type,I'm proud to be {noun_phrase}.,giant,86,
body_type,I'm proud to be {noun_phrase}.,plain-looking,183,
body_type,I'm proud to be {noun_phrase}.,swole,65,
body_type,I'm proud to be {noun_phrase}.,skinny,168,
body_type,I'm proud to be {noun_phrase}.,shorter,63,
body_type,I'm proud to be {noun_phrase}.,scrawny,157,
body_type,I'm proud to be {noun_phrase}.,slightly overweight,165,
body_type,I'm proud to be {noun_phrase}.,mildly overweight,84,
body_type,I'm proud to be {noun_phrase}.,grungy,83,
body_type,I'm proud to be {noun_phrase}.,stocky,164,
body_type,I'm proud to be {noun_phrase}.,tiny,147,
body_type,I'm proud to be {noun_phrase}.,ripped,86,
body_type,I'm proud to be {noun_phrase}.,brown-eyed,162,
body_type,I'm proud to be {noun_phrase}.,fit,192,
body_type,I'm proud to be {noun_phrase}.,dark-skinned,145,
body_type,I'm proud to be {noun_phrase}.,white-haired,150,
body_type,I'm proud to be {noun_phrase}.,overweight,167,
body_type,I'm proud to be {noun_phrase}.,fat,162,
body_type,I'm proud to be {noun_phrase}.,tall,161,
body_type,I'm proud to be {noun_phrase}.,brown-haired,146,
body_type,I'm proud to be {noun_phrase}.,black-haired,171,
body_type,I'm proud to be {noun_phrase}.,in-shape,194,
body_type,I'm proud to be {noun_phrase}.,green-eyed,144,
body_type,I'm proud to be {noun_phrase}.,blue-eyed,351,
body_type,I'm proud to be {noun_phrase}.,cute,88,
body_type,I'm proud to be {noun_phrase}.,attractive,159,
body_type,I'm proud to be {noun_phrase}.,average-height,168,
body_type,I'm proud to be {noun_phrase}.,brunette,133,
body_type,I'm proud to be {noun_phrase}.,bearded,139,
body_type,I'm proud to be {noun_phrase}.,olive-skinned,156,
body_type,I'm proud to be {noun_phrase}.,short-haired,135,
body_type,I'm proud to be {noun_phrase}.,brawny,202,
body_type,I'm proud to be {noun_phrase}.,scruffy,196,
body_type,I'm proud to be {noun_phrase}.,balding,174,
body_type,I'm proud to be {noun_phrase}.,goateed,210,
body_type,I'm proud to be {noun_phrase}.,massive,36,
body_type,I'm proud to be {noun_phrase}.,bulky,35,
body_type,I'm proud to be {noun_phrase}.,graying,131,
body_type,I'm proud to be {noun_phrase}.,spiky-haired,209,
body_type,I'm proud to be {noun_phrase}.,unshaved,151,
body_type,I'm proud to be {noun_phrase}.,bald-headed,208,
body_type,I'm proud to be {noun_phrase}.,visually impaired,138,
body_type,I'm proud to be {noun_phrase}.,curvy,151,
body_type,I'm proud to be {noun_phrase}.,heftier,271,
body_type,I'm proud to be {noun_phrase}.,kinky-haired,173,
body_type,I'm proud to be {noun_phrase}.,ginger,115,
body_type,I'm proud to be {noun_phrase}.,muscular,100,
body_type,I'm proud to be {noun_phrase}.,sexy,125,
body_type,I'm proud to be {noun_phrase}.,hot,117,
body_type,I'm proud to be {noun_phrase}.,small-stature,14,
body_type,I'm proud to be {noun_phrase}.,larger,68,
body_type,I'm proud to be {noun_phrase}.,well-built,211,
body_type,I'm proud to be {noun_phrase}.,amber-eyed,196,
body_type,I'm proud to be {noun_phrase}.,smelly,113,
body_type,I'm proud to be {noun_phrase}.,hazel-eyed,237,
body_type,I'm proud to be {noun_phrase}.,chunky,107,
body_type,I'm proud to be {noun_phrase}.,plump,121,
body_type,I'm proud to be {noun_phrase}.,bald,113,
body_type,I'm proud to be {noun_phrase}.,petite,296,
body_type,I'm proud to be {noun_phrase}.,acne-ridden,52,
body_type,I'm proud to be {noun_phrase}.,large-stature,18,
body_type,I'm proud to be {noun_phrase}.,littler,325,
body_type,I'm proud to be {noun_phrase}.,potbellied,328,
body_type,I'm proud to be {noun_phrase}.,out-of-shape,183,
body_type,I'm proud to be {noun_phrase}.,curly-haired,240,
body_type,I'm proud to be {noun_phrase}.,physically fit,136,
body_type,I'm proud to be {noun_phrase}.,thin,167,
body_type,I'm proud to be {noun_phrase}.,blonde,121,
body_type,I'm proud to be {noun_phrase}.,blond,115,
body_type,I'm proud to be {noun_phrase}.,miniature,42,
body_type,I'm proud to be {noun_phrase}.,shaggy,156,
body_type,I'm proud to be {noun_phrase}.,huge,155,
body_type,I'm proud to be {noun_phrase}.,lanky,122,
body_type,I'm proud to be {noun_phrase}.,vertically challenged,160,
body_type,I'm proud to be {noun_phrase}.,very short,382,
body_type,I'm proud to be {noun_phrase}.,bony,230,
body_type,I'm proud to be {noun_phrase}.,gangly,185,
body_type,I'm proud to be {noun_phrase}.,rotund,379,
body_type,I'm proud to be {noun_phrase}.,slender,121,
body_type,I'm proud to be {noun_phrase}.,slim,138,
body_type,I'm proud to be {noun_phrase}.,underweight,480,
body_type,I'm proud to be {noun_phrase}.,unattractive,393,
body_type,I'm proud to be {noun_phrase}.,hefty,139,
body_type,I'm proud to be {noun_phrase}.,heavy,391,
body_type,I'm proud to be {noun_phrase}.,stinky,501,
body_type,I'm proud to be {noun_phrase}.,beautiful,172,
body_type,I'm proud to be {noun_phrase}.,good-looking,149,
body_type,I'm proud to be {noun_phrase}.,clean-shaven,255,
body_type,I'm proud to be {noun_phrase}.,dark-haired,222,
body_type,I'm proud to be {noun_phrase}.,dirty-blonde,165,
body_type,I'm proud to be {noun_phrase}.,frizzy-haired,153,
body_type,I'm proud to be {noun_phrase}.,gray-haired,145,
body_type,I'm proud to be {noun_phrase}.,light-haired,160,
body_type,I'm proud to be {noun_phrase}.,grey-eyed,131,
body_type,I'm proud to be {noun_phrase}.,gray-eyed,153,
body_type,I'm proud to be {noun_phrase}.,pretty,147,
body_type,I'm proud to be {noun_phrase}.,long-haired,144,
body_type,I'm proud to be {noun_phrase}.,mustachioed,149,
body_type,I'm proud to be {noun_phrase}.,redhead,174,
body_type,I'm proud to be {noun_phrase}.,redheaded,152,
body_type,I'm proud to be {noun_phrase}.,smaller,98,
body_type,I'm proud to be {noun_phrase}.,short,377,
characteristics,I'm proud to be {noun_phrase}.,single,151,
characteristics,I'm proud to be {noun_phrase}.,athletic,178,
characteristics,I'm proud to be {noun_phrase}.,married,176,
characteristics,I'm proud to be {noun_phrase}.,right-handed,143,
characteristics,I'm proud to be {noun_phrase}.,unathletic,143,
characteristics,I'm proud to be {noun_phrase}.,homeless,140,
characteristics,I'm proud to be {noun_phrase}.,left-handed,149,
characteristics,I'm proud to be {noun_phrase}.,native,154,
characteristics,I'm proud to be {noun_phrase}.,widowed,172,
characteristics,I'm proud to be {noun_phrase}.,separated,61,
characteristics,I'm proud to be {noun_phrase}.,laid-off,141,
characteristics,I'm proud to be {noun_phrase}.,junkie,147,
characteristics,I'm proud to be {noun_phrase}.,drug-addict,250,
characteristics,I'm proud to be {noun_phrase}.,addict,45,
characteristics,I'm proud to be {noun_phrase}.,unhoused,20,
characteristics,I'm proud to be {noun_phrase}.,divorced,243,
characteristics,I'm proud to be {noun_phrase}.,unmarried,136,
characteristics,I'm proud to be {noun_phrase}.,ambidextrous,109,
characteristics,I'm proud to be {noun_phrase}.,white-collar,151,
characteristics,I'm proud to be {noun_phrase}.,houseless,115,
characteristics,I'm proud to be {noun_phrase}.,engaged,226,
characteristics,I'm proud to be {noun_phrase}.,independently wealthy,61,
characteristics,I'm proud to be {noun_phrase}.,orphan,41,
characteristics,I'm proud to be {noun_phrase}.,drug-addicted,117,
characteristics,I'm proud to be {noun_phrase}.,childfree,237,
characteristics,I'm proud to be {noun_phrase}.,childless,148,
characteristics,I'm proud to be {noun_phrase}.,unemployed,150,
characteristics,I'm proud to be {noun_phrase}.,nomadic,221,
characteristics,I'm proud to be {noun_phrase}.,US-born,145,
characteristics,I'm proud to be {noun_phrase}.,drug-abusing,174,
characteristics,I'm proud to be {noun_phrase}.,native-born,202,
characteristics,I'm proud to be {noun_phrase}.,naturalized,186,
characteristics,I'm proud to be {noun_phrase}.,non-native,142,
characteristics,I'm proud to be {noun_phrase}.,blue-collar,150,
characteristics,I'm proud to be {noun_phrase}.,American-born,95,
characteristics,I'm proud to be {noun_phrase}.,employed,126,
characteristics,I'm proud to be {noun_phrase}.,undocumented,307,
characteristics,I'm proud to be {noun_phrase}.,refugee,326,
characteristics,I'm proud to be {noun_phrase}.,alcohol-abusing,307,
characteristics,I'm proud to be {noun_phrase}.,alien,147,
characteristics,I'm proud to be {noun_phrase}.,asylum-seeking,120,
characteristics,I'm proud to be {noun_phrase}.,nonnative,109,
characteristics,I'm proud to be {noun_phrase}.,half-timer,95,
characteristics,I'm proud to be {noun_phrase}.,unattached,158,
characteristics,I'm proud to be {noun_phrase}.,gig worker,2,
characteristics,I'm proud to be {noun_phrase}.,partnered,45,
characteristics,I'm proud to be {noun_phrase}.,available,42,
characteristics,I'm proud to be {noun_phrase}.,druggie,43,
characteristics,I'm proud to be {noun_phrase}.,casual worker,16,
characteristics,I'm proud to be {noun_phrase}.,alcoholic,112,
characteristics,I'm proud to be {noun_phrase}.,pregnant,416,
characteristics,I'm proud to be {noun_phrase}.,adopted,102,
characteristics,I'm proud to be {noun_phrase}.,foreign,150,
characteristics,I'm proud to be {noun_phrase}.,professional,156,
characteristics,I'm proud to be {noun_phrase}.,underemployed,77,
characteristics,I'm proud to be {noun_phrase}.,foreign-born,156,
characteristics,I'm proud to be {noun_phrase}.,homemaker,129,
characteristics,I'm proud to be {noun_phrase}.,part-timer,103,
characteristics,I'm proud to be {noun_phrase}.,affianced,63,
characteristics,I'm proud to be {noun_phrase}.,immigrant,127,
cultural,I'm proud to be {noun_phrase}.,Millennial,144,
cultural,I'm proud to be {noun_phrase}.,rural,331,
cultural,I'm proud to be {noun_phrase}.,Gen-X,190,
cultural,I'm proud to be {noun_phrase}.,Baby Boomer,150,
cultural,I'm proud to be {noun_phrase}.,yuppie,147,
cultural,I'm proud to be {noun_phrase}.,hippie,158,
cultural,I'm proud to be {noun_phrase}.,Boomer,137,
cultural,I'm proud to be {noun_phrase}.,underprivileged,268,
cultural,I'm proud to be {noun_phrase}.,goth,267,
cultural,I'm proud to be {noun_phrase}.,redneck,283,
cultural,I'm proud to be {noun_phrase}.,Gen-Z,104,
cultural,I'm proud to be {noun_phrase}.,privileged,154,
cultural,I'm proud to be {noun_phrase}.,NIMBY,195,
cultural,I'm proud to be {noun_phrase}.,country,295,
cultural,I'm proud to be {noun_phrase}.,hillbilly,151,
cultural,I'm proud to be {noun_phrase}.,hipster,144,
cultural,I'm proud to be {noun_phrase}.,Greatest Generation,75,
cultural,I'm proud to be {noun_phrase}.,Zoomer,18,
cultural,I'm proud to be {noun_phrase}.,cosmopolitan,184,
cultural,I'm proud to be {noun_phrase}.,hippy,134,
cultural,I'm proud to be {noun_phrase}.,incel,75,
cultural,I'm proud to be {noun_phrase}.,bougie,91,
gender_and_sex,I'm proud to be {noun_phrase}.,M2F,77,
gender_and_sex,I'm proud to be {noun_phrase}.,male,168,
gender_and_sex,I'm proud to be {noun_phrase}.,female,268,
gender_and_sex,I'm proud to be {noun_phrase}.,butch,226,
gender_and_sex,I'm proud to be {noun_phrase}.,AMAB,7,
gender_and_sex,I'm proud to be {noun_phrase}.,enby,7,
gender_and_sex,I'm proud to be {noun_phrase}.,femme,256,
gender_and_sex,I'm proud to be {noun_phrase}.,trans feminine,120,
gender_and_sex,I'm proud to be {noun_phrase}.,trans masculine,156,
gender_and_sex,I'm proud to be {noun_phrase}.,FTM,191,
gender_and_sex,I'm proud to be {noun_phrase}.,manly,261,
gender_and_sex,I'm proud to be {noun_phrase}.,agender,102,
gender_and_sex,I'm proud to be {noun_phrase}.,masculine,285,
gender_and_sex,I'm proud to be {noun_phrase}.,womanly,147,
gender_and_sex,I'm proud to be {noun_phrase}.,MTF,143,
gender_and_sex,I'm proud to be {noun_phrase}.,trans male,139,
gender_and_sex,I'm proud to be {noun_phrase}.,F2M,121,
gender_and_sex,I'm proud to be {noun_phrase}.,trans fem,112,
gender_and_sex,I'm proud to be {noun_phrase}.,endosex,1,
gender_and_sex,I'm proud to be {noun_phrase}.,nonbinary,154,
gender_and_sex,I'm proud to be {noun_phrase}.,trans femme,214,
gender_and_sex,I'm proud to be {noun_phrase}.,feminine,126,
gender_and_sex,I'm proud to be {noun_phrase}.,trans female,149,
gender_and_sex,I'm proud to be {noun_phrase}.,non-binary,70,
gender_and_sex,I'm proud to be {noun_phrase}.,genderqueer,150,
gender_and_sex,I'm proud to be {noun_phrase}.,genderless,141,
gender_and_sex,I'm proud to be {noun_phrase}.,genderfluid,283,
gender_and_sex,I'm proud to be {noun_phrase}.,gender non-conforming,70,
gender_and_sex,I'm proud to be {noun_phrase}.,gender neutral,205,
gender_and_sex,I'm proud to be {noun_phrase}.,androgyne,206,
gender_and_sex,I'm proud to be {noun_phrase}.,hermaphrodite,105,
gender_and_sex,I'm proud to be {noun_phrase}.,AFAB,19,
gender_and_sex,I'm proud to be {noun_phrase}.,neutrois,21,
gender_and_sex,I'm proud to be {noun_phrase}.,gender-conforming,145,
gender_and_sex,I'm proud to be {noun_phrase}.,cis,137,
gender_and_sex,I'm proud to be {noun_phrase}.,cisgender,142,
gender_and_sex,I'm proud to be {noun_phrase}.,androgynous,67,
gender_and_sex,I'm proud to be {noun_phrase}.,effeminate,163,
gender_and_sex,I'm proud to be {noun_phrase}.,transgender,106,
gender_and_sex,I'm proud to be {noun_phrase}.,queer,107,
gender_and_sex,I'm proud to be {noun_phrase}.,bigender,29,
gender_and_sex,I'm proud to be {noun_phrase}.,intersex,183,
gender_and_sex,I'm proud to be {noun_phrase}.,two-spirit,145,
gender_and_sex,I'm proud to be {noun_phrase}.,trans,101,
gender_and_sex,I'm proud to be {noun_phrase}.,transsexual,155,
nationality,I'm proud to be {noun_phrase}.,Guatemalan,172,
nationality,I'm proud to be {noun_phrase}.,Chinese,359,
nationality,I'm proud to be {noun_phrase}.,Cuban,191,
nationality,I'm proud to be {noun_phrase}.,Salvadoran,185,
nationality,I'm proud to be {noun_phrase}.,Indian,317,
nationality,I'm proud to be {noun_phrase}.,American,202,
nationality,I'm proud to be {noun_phrase}.,Korean,236,
nationality,I'm proud to be {noun_phrase}.,American-Born Chinese,233,
nationality,I'm proud to be {noun_phrase}.,Chinese-American,135,
nationality,I'm proud to be {noun_phrase}.,Cuban-American,84,
nationality,I'm proud to be {noun_phrase}.,Dominican-American,114,
nationality,I'm proud to be {noun_phrase}.,Salvadoran-American,164,
nationality,I'm proud to be {noun_phrase}.,Guatemalan-American,129,
nationality,I'm proud to be {noun_phrase}.,Indian-American,96,
nationality,I'm proud to be {noun_phrase}.,Mexican-American,121,
nationality,I'm proud to be {noun_phrase}.,Korean-American,106,
nationality,I'm proud to be {noun_phrase}.,Vietnamese-American,205,
nationality,I'm proud to be {noun_phrase}.,Mexican,191,
nationality,I'm proud to be {noun_phrase}.,Dominican,148,
nationality,I'm proud to be {noun_phrase}.,Vietnamese,140,
nonce,I'm proud to be {noun_phrase}.,coodle,13,
nonce,I'm proud to be {noun_phrase}.,doff,13,
nonce,I'm proud to be {noun_phrase}.,stad,23,
nonce,I'm proud to be {noun_phrase}.,fitch,35,
nonce,I'm proud to be {noun_phrase}.,blicket,2,
nonce,I'm proud to be {noun_phrase}.,tannin,142,
political_ideologies,I'm proud to be {noun_phrase}.,liberal,141,
political_ideologies,I'm proud to be {noun_phrase}.,democratic-socialist,82,
political_ideologies,I'm proud to be {noun_phrase}.,Democrat,170,
political_ideologies,I'm proud to be {noun_phrase}.,libertarian,142,
political_ideologies,I'm proud to be {noun_phrase}.,leftist,46,
political_ideologies,I'm proud to be {noun_phrase}.,centrist,45,
political_ideologies,I'm proud to be {noun_phrase}.,moderate,86,
political_ideologies,I'm proud to be {noun_phrase}.,radical,128,
political_ideologies,I'm proud to be {noun_phrase}.,Republican,170,
political_ideologies,I'm proud to be {noun_phrase}.,socialist,98,
political_ideologies,I'm proud to be {noun_phrase}.,anti-vaxxer,160,
political_ideologies,I'm proud to be {noun_phrase}.,fiscally conservative,150,
political_ideologies,I'm proud to be {noun_phrase}.,independent,133,
political_ideologies,I'm proud to be {noun_phrase}.,pro-choice,97,
political_ideologies,I'm proud to be {noun_phrase}.,nationalist,64,
political_ideologies,I'm proud to be {noun_phrase}.,right-wing,135,
political_ideologies,I'm proud to be {noun_phrase}.,conservative,184,
political_ideologies,I'm proud to be {noun_phrase}.,communist,80,
political_ideologies,I'm proud to be {noun_phrase}.,rightist,115,
political_ideologies,I'm proud to be {noun_phrase}.,socially liberal,308,
political_ideologies,I'm proud to be {noun_phrase}.,vaccine-hesitant,10,
political_ideologies,I'm proud to be {noun_phrase}.,apolitical,150,
political_ideologies,I'm proud to be {noun_phrase}.,progressive,154,
political_ideologies,I'm proud to be {noun_phrase}.,left-wing,287,
political_ideologies,I'm proud to be {noun_phrase}.,pro-life,114,
race_ethnicity,I'm proud to be {noun_phrase}.,Aboriginal,147,
race_ethnicity,I'm proud to be {noun_phrase}.,South Asian,188,
race_ethnicity,I'm proud to be {noun_phrase}.,East Asian,175,
race_ethnicity,I'm proud to be {noun_phrase}.,Latinx,126,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian-American,134,
race_ethnicity,I'm proud to be {noun_phrase}.,Alaska Native,174,
race_ethnicity,I'm proud to be {noun_phrase}.,Indigenous,209,
race_ethnicity,I'm proud to be {noun_phrase}.,Middle Eastern,146,
race_ethnicity,I'm proud to be {noun_phrase}.,Pacific Islander,174,
race_ethnicity,I'm proud to be {noun_phrase}.,Native Hawaiian,132,
race_ethnicity,I'm proud to be {noun_phrase}.,African-American,91,
race_ethnicity,I'm proud to be {noun_phrase}.,American Indian,129,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian,142,
race_ethnicity,I'm proud to be {noun_phrase}.,BIPOC,58,
race_ethnicity,I'm proud to be {noun_phrase}.,Desi,218,
race_ethnicity,I'm proud to be {noun_phrase}.,AAPI,242,
race_ethnicity,I'm proud to be {noun_phrase}.,Latine,78,
race_ethnicity,I'm proud to be {noun_phrase}.,European-American,155,
race_ethnicity,I'm proud to be {noun_phrase}.,Arabic,119,
race_ethnicity,I'm proud to be {noun_phrase}.,African,345,
race_ethnicity,I'm proud to be {noun_phrase}.,European,230,
race_ethnicity,I'm proud to be {noun_phrase}.,Latin American,213,
race_ethnicity,I'm proud to be {noun_phrase}.,Native American,132,
race_ethnicity,I'm proud to be {noun_phrase}.,Black,110,
race_ethnicity,I'm proud to be {noun_phrase}.,Hispanic,195,
race_ethnicity,I'm proud to be {noun_phrase}.,white,91,
race_ethnicity,I'm proud to be {noun_phrase}.,Caucasian,179,
race_ethnicity,I'm proud to be {noun_phrase}.,Southeast Asian,229,
religion,I'm proud to be {noun_phrase}.,Protestant,132,
religion,I'm proud to be {noun_phrase}.,Cheondoist,1,
religion,I'm proud to be {noun_phrase}.,spiritual,116,
religion,I'm proud to be {noun_phrase}.,Druze,188,
religion,I'm proud to be {noun_phrase}.,Jain,78,
religion,I'm proud to be {noun_phrase}.,Shia,68,
religion,I'm proud to be {noun_phrase}.,Unitarian,133,
religion,I'm proud to be {noun_phrase}.,Sunni,69,
religion,I'm proud to be {noun_phrase}.,Satanist,138,
religion,I'm proud to be {noun_phrase}.,Rasta,120,
religion,I'm proud to be {noun_phrase}.,Conservative Jewish,101,
religion,I'm proud to be {noun_phrase}.,Lutheran,290,
religion,I'm proud to be {noun_phrase}.,Pagan,123,
religion,I'm proud to be {noun_phrase}.,Spiritualist,66,
religion,I'm proud to be {noun_phrase}.,Confucianist,105,
religion,I'm proud to be {noun_phrase}.,Bahá'í,212,
religion,I'm proud to be {noun_phrase}.,Evangelical,153,
religion,I'm proud to be {noun_phrase}.,irreligious,133,
religion,I'm proud to be {noun_phrase}.,Taoist,197,
religion,I'm proud to be {noun_phrase}.,Reform Jewish,150,
religion,I'm proud to be {noun_phrase}.,Christian,262,
religion,I'm proud to be {noun_phrase}.,atheist,248,
religion,I'm proud to be {noun_phrase}.,Hasidic,244,
religion,I'm proud to be {noun_phrase}.,Shintoist,107,
religion,I'm proud to be {noun_phrase}.,Orthodox Jewish,104,
religion,I'm proud to be {noun_phrase}.,Muslim,151,
religion,I'm proud to be {noun_phrase}.,Amish,98,
religion,I'm proud to be {noun_phrase}.,Hindu,167,
religion,I'm proud to be {noun_phrase}.,Catholic,146,
religion,I'm proud to be {noun_phrase}.,Buddhist,177,
religion,I'm proud to be {noun_phrase}.,Jewish,118,
religion,I'm proud to be {noun_phrase}.,secular,153,
