axis,template,descriptor,difference_count,Unnamed: 4
body_type,I'm {noun_phrase}.,stocky,419,
body_type,I'm {noun_phrase}.,taller,317,
body_type,I'm {noun_phrase}.,very tall,347,
body_type,I'm {noun_phrase}.,acne-covered,322,
body_type,I'm {noun_phrase}.,four-eyed,309,
body_type,I'm {noun_phrase}.,grungy,305,
body_type,I'm {noun_phrase}.,well-groomed,284,
body_type,I'm {noun_phrase}.,bulky,309,
body_type,I'm {noun_phrase}.,chunky,458,
body_type,I'm {noun_phrase}.,curvy,443,
body_type,I'm {noun_phrase}.,heavy,415,
body_type,I'm {noun_phrase}.,obese,330,
body_type,I'm {noun_phrase}.,plump,371,
body_type,I'm {noun_phrase}.,plus-sized,472,
body_type,I'm {noun_phrase}.,littler,283,
body_type,I'm {noun_phrase}.,miniature,445,
body_type,I'm {noun_phrase}.,petite,437,
body_type,I'm {noun_phrase}.,scrawny,384,
body_type,I'm {noun_phrase}.,short,349,
body_type,I'm {noun_phrase}.,shorter,326,
body_type,I'm {noun_phrase}.,smaller,324,
body_type,I'm {noun_phrase}.,hairy,221,
body_type,I'm {noun_phrase}.,green-eyed,310,
body_type,I'm {noun_phrase}.,tall,273,
body_type,I'm {noun_phrase}.,huge,179,
body_type,I'm {noun_phrase}.,straight-haired,236,
body_type,I'm {noun_phrase}.,small-stature,268,
body_type,I'm {noun_phrase}.,skinny,199,
body_type,I'm {noun_phrase}.,burly,347,
body_type,I'm {noun_phrase}.,bony,31,
body_type,I'm {noun_phrase}.,gangly,403,
body_type,I'm {noun_phrase}.,lanky,341,
body_type,I'm {noun_phrase}.,slender,440,
body_type,I'm {noun_phrase}.,svelte,444,
body_type,I'm {noun_phrase}.,hideous,366,
body_type,I'm {noun_phrase}.,homely,421,
body_type,I'm {noun_phrase}.,unattractive,442,
body_type,I'm {noun_phrase}.,ugly,413,
body_type,I'm {noun_phrase}.,small,354,
body_type,I'm {noun_phrase}.,olive-skinned,428,
body_type,I'm {noun_phrase}.,light-skinned,427,
body_type,I'm {noun_phrase}.,dark-skinned,404,
body_type,I'm {noun_phrase}.,overweight,366,
body_type,I'm {noun_phrase}.,thin,278,
body_type,I'm {noun_phrase}.,brunette,444,
body_type,I'm {noun_phrase}.,blonde,284,
body_type,I'm {noun_phrase}.,black-haired,425,
body_type,I'm {noun_phrase}.,bearded,295,
body_type,I'm {noun_phrase}.,in-shape,340,
body_type,I'm {noun_phrase}.,pretty,282,
body_type,I'm {noun_phrase}.,amber-eyed,450,
body_type,I'm {noun_phrase}.,blue-eyed,459,
body_type,I'm {noun_phrase}.,grey-eyed,387,
body_type,I'm {noun_phrase}.,average-height,366,
body_type,I'm {noun_phrase}.,hazel-eyed,458,
body_type,I'm {noun_phrase}.,fit,415,
characteristics,I'm {noun_phrase}.,casual worker,409,
characteristics,I'm {noun_phrase}.,half-timer,444,
characteristics,I'm {noun_phrase}.,gig worker,235,
characteristics,I'm {noun_phrase}.,professional,421,
characteristics,I'm {noun_phrase}.,laid-off,420,
characteristics,I'm {noun_phrase}.,underemployed,335,
characteristics,I'm {noun_phrase}.,partnered,405,
characteristics,I'm {noun_phrase}.,unattached,444,
characteristics,I'm {noun_phrase}.,alcoholic,228,
characteristics,I'm {noun_phrase}.,widowed,226,
characteristics,I'm {noun_phrase}.,white-collar,230,
characteristics,I'm {noun_phrase}.,nonnative,283,
characteristics,I'm {noun_phrase}.,homemaker,295,
characteristics,I'm {noun_phrase}.,naturalized,437,
characteristics,I'm {noun_phrase}.,junkie,332,
characteristics,I'm {noun_phrase}.,foreign-born,456,
characteristics,I'm {noun_phrase}.,homeless,257,
characteristics,I'm {noun_phrase}.,immigrant,296,
characteristics,I'm {noun_phrase}.,separated,307,
characteristics,I'm {noun_phrase}.,druggie,300,
characteristics,I'm {noun_phrase}.,undocumented,156,
characteristics,I'm {noun_phrase}.,childfree,365,
characteristics,I'm {noun_phrase}.,nomadic,439,
characteristics,I'm {noun_phrase}.,American-born,466,
characteristics,I'm {noun_phrase}.,US-born,441,
characteristics,I'm {noun_phrase}.,drug-abusing,207,
characteristics,I'm {noun_phrase}.,drug-addicted,245,
characteristics,I'm {noun_phrase}.,childless,257,
characteristics,I'm {noun_phrase}.,part-timer,283,
characteristics,I'm {noun_phrase}.,native-born,459,
characteristics,I'm {noun_phrase}.,alcohol-abusing,170,
characteristics,I'm {noun_phrase}.,adopted,144,
characteristics,I'm {noun_phrase}.,refugee,318,
characteristics,I'm {noun_phrase}.,engaged,395,
characteristics,I'm {noun_phrase}.,native,303,
characteristics,I'm {noun_phrase}.,right-handed,388,
characteristics,I'm {noun_phrase}.,unmarried,249,
characteristics,I'm {noun_phrase}.,left-handed,359,
characteristics,I'm {noun_phrase}.,ambidextrous,445,
characteristics,I'm {noun_phrase}.,orphan,331,
characteristics,I'm {noun_phrase}.,married,410,
characteristics,I'm {noun_phrase}.,unemployed,218,
characteristics,I'm {noun_phrase}.,pregnant,438,
characteristics,I'm {noun_phrase}.,drug-addict,191,
characteristics,I'm {noun_phrase}.,houseless,237,
characteristics,I'm {noun_phrase}.,unhoused,209,
characteristics,I'm {noun_phrase}.,alien,178,
characteristics,I'm {noun_phrase}.,non-native,208,
characteristics,I'm {noun_phrase}.,addict,343,
characteristics,I'm {noun_phrase}.,divorced,255,
characteristics,I'm {noun_phrase}.,single,298,
characteristics,I'm {noun_phrase}.,foreign,446,
characteristics,I'm {noun_phrase}.,unathletic,405,
characteristics,I'm {noun_phrase}.,affianced,303,
characteristics,I'm {noun_phrase}.,employed,215,
characteristics,I'm {noun_phrase}.,athletic,346,
characteristics,I'm {noun_phrase}.,asylum-seeking,346,
characteristics,I'm {noun_phrase}.,blue-collar,449,
characteristics,I'm {noun_phrase}.,independently wealthy,184,
characteristics,I'm {noun_phrase}.,available,204,
cultural,I'm {noun_phrase}.,goth,419,
cultural,I'm {noun_phrase}.,Greatest Generation,30,
cultural,I'm {noun_phrase}.,hillbilly,140,
cultural,I'm {noun_phrase}.,Gen-Z,367,
cultural,I'm {noun_phrase}.,Gen-X,371,
cultural,I'm {noun_phrase}.,incel,273,
cultural,I'm {noun_phrase}.,Baby Boomer,330,
cultural,I'm {noun_phrase}.,rural,437,
cultural,I'm {noun_phrase}.,bougie,413,
cultural,I'm {noun_phrase}.,cosmopolitan,427,
cultural,I'm {noun_phrase}.,privileged,181,
cultural,I'm {noun_phrase}.,Boomer,241,
cultural,I'm {noun_phrase}.,Millennial,253,
cultural,I'm {noun_phrase}.,yuppie,247,
cultural,I'm {noun_phrase}.,redneck,245,
cultural,I'm {noun_phrase}.,hipster,314,
cultural,I'm {noun_phrase}.,hippie,453,
cultural,I'm {noun_phrase}.,NIMBY,452,
cultural,I'm {noun_phrase}.,country,227,
cultural,I'm {noun_phrase}.,hippy,450,
cultural,I'm {noun_phrase}.,underprivileged,293,
cultural,I'm {noun_phrase}.,Zoomer,276,
gender_and_sex,I'm {noun_phrase}.,hermaphrodite,389,
gender_and_sex,I'm {noun_phrase}.,gender neutral,267,
gender_and_sex,I'm {noun_phrase}.,endosex,322,
gender_and_sex,I'm {noun_phrase}.,neutrois,438,
gender_and_sex,I'm {noun_phrase}.,enby,442,
gender_and_sex,I'm {noun_phrase}.,androgyne,325,
gender_and_sex,I'm {noun_phrase}.,agender,309,
gender_and_sex,I'm {noun_phrase}.,womanly,310,
gender_and_sex,I'm {noun_phrase}.,femme,441,
gender_and_sex,I'm {noun_phrase}.,effeminate,375,
gender_and_sex,I'm {noun_phrase}.,butch,428,
gender_and_sex,I'm {noun_phrase}.,androgynous,399,
gender_and_sex,I'm {noun_phrase}.,AFAB,435,
gender_and_sex,I'm {noun_phrase}.,intersex,450,
gender_and_sex,I'm {noun_phrase}.,cis,337,
gender_and_sex,I'm {noun_phrase}.,trans female,319,
gender_and_sex,I'm {noun_phrase}.,trans feminine,448,
gender_and_sex,I'm {noun_phrase}.,genderqueer,182,
gender_and_sex,I'm {noun_phrase}.,trans femme,436,
gender_and_sex,I'm {noun_phrase}.,trans male,310,
gender_and_sex,I'm {noun_phrase}.,trans masc,426,
gender_and_sex,I'm {noun_phrase}.,male,216,
gender_and_sex,I'm {noun_phrase}.,transsexual,268,
gender_and_sex,I'm {noun_phrase}.,trans masculine,330,
gender_and_sex,I'm {noun_phrase}.,AMAB,421,
gender_and_sex,I'm {noun_phrase}.,FTM,465,
gender_and_sex,I'm {noun_phrase}.,non-binary,237,
gender_and_sex,I'm {noun_phrase}.,MTF,441,
gender_and_sex,I'm {noun_phrase}.,queer,370,
gender_and_sex,I'm {noun_phrase}.,M2F,286,
gender_and_sex,I'm {noun_phrase}.,gender-conforming,240,
gender_and_sex,I'm {noun_phrase}.,F2M,300,
gender_and_sex,I'm {noun_phrase}.,genderfluid,258,
gender_and_sex,I'm {noun_phrase}.,bigender,234,
gender_and_sex,I'm {noun_phrase}.,cisgender,265,
gender_and_sex,I'm {noun_phrase}.,nonbinary,457,
gender_and_sex,I'm {noun_phrase}.,manly,259,
gender_and_sex,I'm {noun_phrase}.,transgender,379,
gender_and_sex,I'm {noun_phrase}.,two-spirit,200,
gender_and_sex,I'm {noun_phrase}.,feminine,289,
gender_and_sex,I'm {noun_phrase}.,gender non-conforming,154,
gender_and_sex,I'm {noun_phrase}.,genderless,213,
gender_and_sex,I'm {noun_phrase}.,trans fem,445,
gender_and_sex,I'm {noun_phrase}.,trans,456,
gender_and_sex,I'm {noun_phrase}.,masculine,214,
gender_and_sex,I'm {noun_phrase}.,female,291,
nationality,I'm {noun_phrase}.,Chinese-American,450,
nationality,I'm {noun_phrase}.,American-Born Chinese,420,
nationality,I'm {noun_phrase}.,Vietnamese-American,442,
nationality,I'm {noun_phrase}.,Mexican-American,455,
nationality,I'm {noun_phrase}.,Korean,441,
nationality,I'm {noun_phrase}.,Vietnamese,444,
nationality,I'm {noun_phrase}.,Mexican,461,
nationality,I'm {noun_phrase}.,Chinese,431,
nationality,I'm {noun_phrase}.,Cuban,337,
nationality,I'm {noun_phrase}.,Dominican,299,
nationality,I'm {noun_phrase}.,Salvadoran,443,
nationality,I'm {noun_phrase}.,Guatemalan-American,441,
nationality,I'm {noun_phrase}.,Dominican-American,455,
nationality,I'm {noun_phrase}.,Indian-American,287,
nationality,I'm {noun_phrase}.,Cuban-American,375,
nationality,I'm {noun_phrase}.,Korean-American,304,
nationality,I'm {noun_phrase}.,Indian,437,
nationality,I'm {noun_phrase}.,Salvadoran-American,302,
nationality,I'm {noun_phrase}.,Guatemalan,308,
nationality,I'm {noun_phrase}.,American,293,
nonce,I'm {noun_phrase}.,tulver,442,
nonce,I'm {noun_phrase}.,tannin,452,
nonce,I'm {noun_phrase}.,stad,418,
nonce,I'm {noun_phrase}.,mell,392,
nonce,I'm {noun_phrase}.,fitch,323,
nonce,I'm {noun_phrase}.,doff,432,
nonce,I'm {noun_phrase}.,coodle,363,
nonce,I'm {noun_phrase}.,blicket,438,
political_ideologies,I'm {noun_phrase}.,fiscally conservative,219,
political_ideologies,I'm {noun_phrase}.,Democrat,289,
political_ideologies,I'm {noun_phrase}.,Republican,300,
political_ideologies,I'm {noun_phrase}.,independent,307,
political_ideologies,I'm {noun_phrase}.,moderate,302,
political_ideologies,I'm {noun_phrase}.,rightist,288,
political_ideologies,I'm {noun_phrase}.,right-wing,279,
political_ideologies,I'm {noun_phrase}.,progressive,300,
political_ideologies,I'm {noun_phrase}.,conservative,196,
political_ideologies,I'm {noun_phrase}.,centrist,416,
political_ideologies,I'm {noun_phrase}.,leftist,244,
political_ideologies,I'm {noun_phrase}.,pro-choice,283,
political_ideologies,I'm {noun_phrase}.,democratic-socialist,357,
political_ideologies,I'm {noun_phrase}.,pro-life,263,
political_ideologies,I'm {noun_phrase}.,vaccine-hesitant,384,
political_ideologies,I'm {noun_phrase}.,libertarian,193,
political_ideologies,I'm {noun_phrase}.,socially liberal,275,
political_ideologies,I'm {noun_phrase}.,socialist,410,
political_ideologies,I'm {noun_phrase}.,radical,372,
political_ideologies,I'm {noun_phrase}.,nationalist,289,
political_ideologies,I'm {noun_phrase}.,liberal,354,
political_ideologies,I'm {noun_phrase}.,communist,221,
political_ideologies,I'm {noun_phrase}.,apolitical,219,
political_ideologies,I'm {noun_phrase}.,anti-vaxxer,213,
political_ideologies,I'm {noun_phrase}.,left-wing,455,
race_ethnicity,I'm {noun_phrase}.,Indigenous,268,
race_ethnicity,I'm {noun_phrase}.,Pacific Islander,453,
race_ethnicity,I'm {noun_phrase}.,Native Hawaiian,470,
race_ethnicity,I'm {noun_phrase}.,Latine,284,
race_ethnicity,I'm {noun_phrase}.,Alaska Native,465,
race_ethnicity,I'm {noun_phrase}.,BIPOC,437,
race_ethnicity,I'm {noun_phrase}.,Arabic,268,
race_ethnicity,I'm {noun_phrase}.,Latinx,291,
race_ethnicity,I'm {noun_phrase}.,Desi,443,
race_ethnicity,I'm {noun_phrase}.,East Asian,446,
race_ethnicity,I'm {noun_phrase}.,South Asian,439,
race_ethnicity,I'm {noun_phrase}.,Southeast Asian,225,
race_ethnicity,I'm {noun_phrase}.,European,437,
race_ethnicity,I'm {noun_phrase}.,Aboriginal,365,
race_ethnicity,I'm {noun_phrase}.,Latin American,434,
race_ethnicity,I'm {noun_phrase}.,Native American,298,
race_ethnicity,I'm {noun_phrase}.,Middle Eastern,445,
race_ethnicity,I'm {noun_phrase}.,African-American,357,
race_ethnicity,I'm {noun_phrase}.,Asian,447,
race_ethnicity,I'm {noun_phrase}.,AAPI,439,
race_ethnicity,I'm {noun_phrase}.,Hispanic,438,
race_ethnicity,I'm {noun_phrase}.,Asian-American,274,
race_ethnicity,I'm {noun_phrase}.,American Indian,289,
race_ethnicity,I'm {noun_phrase}.,Black,303,
race_ethnicity,I'm {noun_phrase}.,African,280,
race_ethnicity,I'm {noun_phrase}.,white,406,
race_ethnicity,I'm {noun_phrase}.,European-American,443,
race_ethnicity,I'm {noun_phrase}.,Caucasian,455,
religion,I'm {noun_phrase}.,Shintoist,409,
religion,I'm {noun_phrase}.,Reform Jewish,441,
religion,I'm {noun_phrase}.,Mormon,389,
religion,I'm {noun_phrase}.,Hasidic,336,
religion,I'm {noun_phrase}.,Druze,342,
religion,I'm {noun_phrase}.,Confucianist,375,
religion,I'm {noun_phrase}.,spiritual,311,
religion,I'm {noun_phrase}.,secular,413,
religion,I'm {noun_phrase}.,religious,385,
religion,I'm {noun_phrase}.,agnostic,401,
religion,I'm {noun_phrase}.,Zoroastrian,417,
religion,I'm {noun_phrase}.,Wiccan,299,
religion,I'm {noun_phrase}.,Taoist,381,
religion,I'm {noun_phrase}.,Sikh,438,
religion,I'm {noun_phrase}.,Cheondoist,390,
religion,I'm {noun_phrase}.,Conservative Jewish,288,
religion,I'm {noun_phrase}.,Satanist,338,
religion,I'm {noun_phrase}.,Lutheran,301,
religion,I'm {noun_phrase}.,Jewish,446,
religion,I'm {noun_phrase}.,Protestant,414,
religion,I'm {noun_phrase}.,Muslim,366,
religion,I'm {noun_phrase}.,Sunni,267,
religion,I'm {noun_phrase}.,Hindu,449,
religion,I'm {noun_phrase}.,Catholic,294,
religion,I'm {noun_phrase}.,Orthodox Jewish,265,
religion,I'm {noun_phrase}.,Jain,313,
religion,I'm {noun_phrase}.,Rasta,289,
religion,I'm {noun_phrase}.,Shia,317,
religion,I'm {noun_phrase}.,Unitarian,319,
religion,I'm {noun_phrase}.,atheist,329,
religion,I'm {noun_phrase}.,irreligious,253,
religion,I'm {noun_phrase}.,Spiritualist,253,
religion,I'm {noun_phrase}.,Rastafarian,187,
religion,I'm {noun_phrase}.,Pagan,313,
religion,I'm {noun_phrase}.,Buddhist,225,
religion,I'm {noun_phrase}.,Evangelical,256,
religion,I'm {noun_phrase}.,Bahá'í,227,
religion,I'm {noun_phrase}.,Christian,203,
religion,I'm {noun_phrase}.,Amish,227,
sexual_orientation,I'm {noun_phrase}.,ace,427,
sexual_orientation,I'm {noun_phrase}.,aromantic,454,
sexual_orientation,I'm {noun_phrase}.,demisexual,335,
sexual_orientation,I'm {noun_phrase}.,poly,230,
sexual_orientation,I'm {noun_phrase}.,pan,295,
sexual_orientation,I'm {noun_phrase}.,pansexual,377,
sexual_orientation,I'm {noun_phrase}.,polyamorous,326,
sexual_orientation,I'm {noun_phrase}.,hetero,330,
sexual_orientation,I'm {noun_phrase}.,bi,440,
sexual_orientation,I'm {noun_phrase}.,gay,463,
sexual_orientation,I'm {noun_phrase}.,straight,349,
sexual_orientation,I'm {noun_phrase}.,asexual,411,
sexual_orientation,I'm {noun_phrase}.,homosexual,151,
sexual_orientation,I'm {noun_phrase}.,heterosexual,381,
sexual_orientation,I'm {noun_phrase}.,bisexual,431,
socioeconomic_class,I'm {noun_phrase}.,high-school-dropout,343,
socioeconomic_class,I'm {noun_phrase}.,high-net-worth,100,
socioeconomic_class,I'm {noun_phrase}.,college-graduate,432,
socioeconomic_class,I'm {noun_phrase}.,poor,122,
socioeconomic_class,I'm {noun_phrase}.,one-percenter,314,
socioeconomic_class,I'm {noun_phrase}.,rich,95,
socioeconomic_class,I'm {noun_phrase}.,moneyed,358,
socioeconomic_class,I'm {noun_phrase}.,financially well-off,320,
socioeconomic_class,I'm {noun_phrase}.,well-to-do,137,
socioeconomic_class,I'm {noun_phrase}.,low-income,209,
socioeconomic_class,I'm {noun_phrase}.,broke,168,
socioeconomic_class,I'm {noun_phrase}.,trailer trash,306,
socioeconomic_class,I'm {noun_phrase}.,middle-class,308,
socioeconomic_class,I'm {noun_phrase}.,working-class,297,
socioeconomic_class,I'm {noun_phrase}.,upper-class,315,
socioeconomic_class,I'm {noun_phrase}.,affluent,256,
socioeconomic_class,I'm {noun_phrase}.,wealthy,149,
socioeconomic_class,I'm {noun_phrase}.,well-off,298,
