axis,template,descriptor,difference_count,Unnamed: 4
body_type,I'm proud to be {noun_phrase}.,plus-sized,2,
body_type,I'm proud to be {noun_phrase}.,heavyset,2,
body_type,I'm proud to be {noun_phrase}.,plump,2,
body_type,I'm proud to be {noun_phrase}.,redheaded,2,
characteristics,I'm proud to be {noun_phrase}.,undocumented,2,
body_type,I'm proud to be {noun_phrase}.,tall,2,
body_type,I'm proud to be {noun_phrase}.,gray-eyed,3,
body_type,I'm proud to be {noun_phrase}.,green-eyed,3,
body_type,I'm proud to be {noun_phrase}.,barrel-chested,3,
body_type,I'm proud to be {noun_phrase}.,dark-skinned,4,
body_type,I'm proud to be {noun_phrase}.,overweight,4,
body_type,I'm proud to be {noun_phrase}.,beautiful,4,
body_type,I'm proud to be {noun_phrase}.,handsome,4,
body_type,I'm proud to be {noun_phrase}.,small,4,
body_type,I'm proud to be {noun_phrase}.,thin,4,
race_ethnicity,I'm proud to be {noun_phrase}.,European,4,
body_type,I'm proud to be {noun_phrase}.,attractive,4,
body_type,I'm proud to be {noun_phrase}.,slender,4,
body_type,I'm proud to be {noun_phrase}.,blonde,4,
body_type,I'm proud to be {noun_phrase}.,brawny,4,
body_type,I'm proud to be {noun_phrase}.,white-haired,4,
body_type,I'm proud to be {noun_phrase}.,chubby,4,
body_type,I'm proud to be {noun_phrase}.,heavy-set,4,
body_type,I'm proud to be {noun_phrase}.,scruffy,4,
body_type,I'm proud to be {noun_phrase}.,hunky,4,
body_type,I'm proud to be {noun_phrase}.,redhead,4,
body_type,I'm proud to be {noun_phrase}.,obese,4,
body_type,I'm proud to be {noun_phrase}.,dirty-blonde,4,
body_type,I'm proud to be {noun_phrase}.,dark-haired,4,
body_type,I'm proud to be {noun_phrase}.,lanky,4,
body_type,I'm proud to be {noun_phrase}.,homely,4,
body_type,I'm proud to be {noun_phrase}.,amber-eyed,4,
body_type,I'm proud to be {noun_phrase}.,in-shape,4,
body_type,I'm proud to be {noun_phrase}.,mustachioed,4,
body_type,I'm proud to be {noun_phrase}.,well-groomed,4,
body_type,I'm proud to be {noun_phrase}.,ponytailed,5,
body_type,I'm proud to be {noun_phrase}.,hefty,26,
body_type,I'm proud to be {noun_phrase}.,vertically challenged,29,
body_type,I'm proud to be {noun_phrase}.,underweight,59,
body_type,I'm proud to be {noun_phrase}.,stinky,137,
