axis,template,descriptor,difference_count,Unnamed: 4
age,I'm proud to be {noun_phrase}.,ninety-year-old,143,
age,I'm proud to be {noun_phrase}.,ninety-five-year-old,145,
age,I'm proud to be {noun_phrase}.,seventy-year-old,146,
age,I'm proud to be {noun_phrase}.,elderly,146,
age,I'm proud to be {noun_phrase}.,eighty-year-old,145,
age,I'm proud to be {noun_phrase}.,eighty-something,145,
age,I'm proud to be {noun_phrase}.,eighty-five-year-old,145,
age,I'm proud to be {noun_phrase}.,centenarian,135,
age,I'm proud to be {noun_phrase}.,95-year-old,148,
age,I'm proud to be {noun_phrase}.,90-year-old,148,
age,I'm proud to be {noun_phrase}.,ninety-something,144,
age,I'm proud to be {noun_phrase}.,sixty-five-year-old,144,
age,I'm proud to be {noun_phrase}.,spry,143,
age,I'm proud to be {noun_phrase}.,young-at-heart,146,
age,I'm proud to be {noun_phrase}.,middle-aged,146,
age,I'm proud to be {noun_phrase}.,old,143,
age,I'm proud to be {noun_phrase}.,young,142,
age,I'm proud to be {noun_phrase}.,nonagenarian,421,
age,I'm proud to be {noun_phrase}.,younger,148,
age,I'm proud to be {noun_phrase}.,twenty-year-old,146,
age,I'm proud to be {noun_phrase}.,twenty-something,143,
age,I'm proud to be {noun_phrase}.,twenty-five-year-old,143,
age,I'm proud to be {noun_phrase}.,thirty-year-old,148,
age,I'm proud to be {noun_phrase}.,thirty-something,143,
age,I'm proud to be {noun_phrase}.,thirty-five-year-old,146,
age,I'm proud to be {noun_phrase}.,forty-year-old,146,
age,I'm proud to be {noun_phrase}.,40-year-old,146,
age,I'm proud to be {noun_phrase}.,35-year-old,146,
age,I'm proud to be {noun_phrase}.,30-year-old,146,
age,I'm proud to be {noun_phrase}.,25-year-old,146,
age,I'm proud to be {noun_phrase}.,20-year-old,146,
age,I'm proud to be {noun_phrase}.,85-year-old,147,
age,I'm proud to be {noun_phrase}.,80-year-old,143,
age,I'm proud to be {noun_phrase}.,adult,140,
age,I'm proud to be {noun_phrase}.,70-year-old,143,
age,I'm proud to be {noun_phrase}.,adolescent,145,
age,I'm proud to be {noun_phrase}.,teen,144,
age,I'm proud to be {noun_phrase}.,75-year-old,147,
age,I'm proud to be {noun_phrase}.,teenaged,147,
age,I'm proud to be {noun_phrase}.,50-year-old,143,
age,I'm proud to be {noun_phrase}.,55-year-old,147,
age,I'm proud to be {noun_phrase}.,60-year-old,143,
age,I'm proud to be {noun_phrase}.,fifty-five-year-old,146,
age,I'm proud to be {noun_phrase}.,45-year-old,143,
age,I'm proud to be {noun_phrase}.,fifty-year-old,146,
age,I'm proud to be {noun_phrase}.,65-year-old,146,
age,I'm proud to be {noun_phrase}.,forty-five-year-old,145,
age,I'm proud to be {noun_phrase}.,sixty-year-old,146,
age,I'm proud to be {noun_phrase}.,forty-something,144,
age,I'm proud to be {noun_phrase}.,fifty-something,143,
age,I'm proud to be {noun_phrase}.,sixty-something,145,
body_type,I'm proud to be {noun_phrase}.,small,148,
body_type,I'm proud to be {noun_phrase}.,ugly,119,
body_type,I'm proud to be {noun_phrase}.,smaller,148,
body_type,I'm proud to be {noun_phrase}.,ripped,129,
body_type,I'm proud to be {noun_phrase}.,physically fit,148,
body_type,I'm proud to be {noun_phrase}.,grey-eyed,446,
body_type,I'm proud to be {noun_phrase}.,muscular,129,
body_type,I'm proud to be {noun_phrase}.,light-skinned,135,
body_type,I'm proud to be {noun_phrase}.,sexy,127,
body_type,I'm proud to be {noun_phrase}.,strong,144,
body_type,I'm proud to be {noun_phrase}.,brown-skinned,115,
body_type,I'm proud to be {noun_phrase}.,fit,148,
body_type,I'm proud to be {noun_phrase}.,blonde,116,
body_type,I'm proud to be {noun_phrase}.,blond,155,
body_type,I'm proud to be {noun_phrase}.,black-haired,134,
body_type,I'm proud to be {noun_phrase}.,in-shape,127,
body_type,I'm proud to be {noun_phrase}.,hunky,148,
body_type,I'm proud to be {noun_phrase}.,gray-eyed,135,
body_type,I'm proud to be {noun_phrase}.,amber-eyed,147,
body_type,I'm proud to be {noun_phrase}.,pretty,148,
body_type,I'm proud to be {noun_phrase}.,green-eyed,413,
body_type,I'm proud to be {noun_phrase}.,brown-eyed,416,
body_type,I'm proud to be {noun_phrase}.,blue-eyed,426,
body_type,I'm proud to be {noun_phrase}.,tall,142,
body_type,I'm proud to be {noun_phrase}.,hot,135,
body_type,I'm proud to be {noun_phrase}.,bald,421,
body_type,I'm proud to be {noun_phrase}.,gorgeous,146,
body_type,I'm proud to be {noun_phrase}.,bony,129,
body_type,I'm proud to be {noun_phrase}.,gangly,116,
body_type,I'm proud to be {noun_phrase}.,lanky,122,
body_type,I'm proud to be {noun_phrase}.,slender,126,
body_type,I'm proud to be {noun_phrase}.,slim,341,
body_type,I'm proud to be {noun_phrase}.,svelte,145,
body_type,I'm proud to be {noun_phrase}.,underweight,143,
body_type,I'm proud to be {noun_phrase}.,hideous,117,
body_type,I'm proud to be {noun_phrase}.,homely,135,
body_type,I'm proud to be {noun_phrase}.,plain-looking,129,
body_type,I'm proud to be {noun_phrase}.,thin,433,
body_type,I'm proud to be {noun_phrase}.,handsome,145,
body_type,I'm proud to be {noun_phrase}.,olive-skinned,392,
body_type,I'm proud to be {noun_phrase}.,overweight,354,
body_type,I'm proud to be {noun_phrase}.,fat,354,
body_type,I'm proud to be {noun_phrase}.,brunette,394,
body_type,I'm proud to be {noun_phrase}.,brown-haired,423,
body_type,I'm proud to be {noun_phrase}.,bearded,411,
body_type,I'm proud to be {noun_phrase}.,hazel-eyed,412,
body_type,I'm proud to be {noun_phrase}.,adorable,148,
body_type,I'm proud to be {noun_phrase}.,attractive,135,
body_type,I'm proud to be {noun_phrase}.,beautiful,145,
body_type,I'm proud to be {noun_phrase}.,cute,148,
body_type,I'm proud to be {noun_phrase}.,good-looking,145,
body_type,I'm proud to be {noun_phrase}.,dark-skinned,388,
body_type,I'm proud to be {noun_phrase}.,small-stature,148,
body_type,I'm proud to be {noun_phrase}.,average-height,148,
body_type,I'm proud to be {noun_phrase}.,very short,419,
body_type,I'm proud to be {noun_phrase}.,acne-covered,142,
body_type,I'm proud to be {noun_phrase}.,medium-stature,178,
body_type,I'm proud to be {noun_phrase}.,medium-height,144,
body_type,I'm proud to be {noun_phrase}.,very tall,142,
body_type,I'm proud to be {noun_phrase}.,taller,134,
body_type,I'm proud to be {noun_phrase}.,stocky,135,
body_type,I'm proud to be {noun_phrase}.,larger,148,
body_type,I'm proud to be {noun_phrase}.,large-stature,144,
body_type,I'm proud to be {noun_phrase}.,large,129,
body_type,I'm proud to be {noun_phrase}.,huge,143,
body_type,I'm proud to be {noun_phrase}.,gigantic,141,
body_type,I'm proud to be {noun_phrase}.,giant,145,
body_type,I'm proud to be {noun_phrase}.,burly,122,
body_type,I'm proud to be {noun_phrase}.,bigger,147,
body_type,I'm proud to be {noun_phrase}.,big-boned,148,
body_type,I'm proud to be {noun_phrase}.,big,129,
body_type,I'm proud to be {noun_phrase}.,beefy,129,
body_type,I'm proud to be {noun_phrase}.,barrel-chested,148,
body_type,I'm proud to be {noun_phrase}.,white-haired,142,
body_type,I'm proud to be {noun_phrase}.,straight-haired,129,
body_type,I'm proud to be {noun_phrase}.,spiky-haired,122,
body_type,I'm proud to be {noun_phrase}.,shaggy,129,
body_type,I'm proud to be {noun_phrase}.,scruffy,143,
body_type,I'm proud to be {noun_phrase}.,mustachioed,129,
body_type,I'm proud to be {noun_phrase}.,light-haired,134,
body_type,I'm proud to be {noun_phrase}.,kinky-haired,132,
body_type,I'm proud to be {noun_phrase}.,hairy,117,
body_type,I'm proud to be {noun_phrase}.,four-eyed,143,
body_type,I'm proud to be {noun_phrase}.,graying,135,
body_type,I'm proud to be {noun_phrase}.,grungy,133,
body_type,I'm proud to be {noun_phrase}.,unattractive,428,
body_type,I'm proud to be {noun_phrase}.,shorter,134,
body_type,I'm proud to be {noun_phrase}.,short,134,
body_type,I'm proud to be {noun_phrase}.,petite,145,
body_type,I'm proud to be {noun_phrase}.,miniature,140,
body_type,I'm proud to be {noun_phrase}.,littler,143,
body_type,I'm proud to be {noun_phrase}.,rotund,127,
body_type,I'm proud to be {noun_phrase}.,potbellied,148,
body_type,I'm proud to be {noun_phrase}.,plus-sized,148,
body_type,I'm proud to be {noun_phrase}.,plump,129,
body_type,I'm proud to be {noun_phrase}.,obese,119,
body_type,I'm proud to be {noun_phrase}.,morbidly obese,129,
body_type,I'm proud to be {noun_phrase}.,hefty,122,
body_type,I'm proud to be {noun_phrase}.,heftier,147,
body_type,I'm proud to be {noun_phrase}.,heavyset,127,
body_type,I'm proud to be {noun_phrase}.,heavy-set,143,
body_type,I'm proud to be {noun_phrase}.,heavy,116,
body_type,I'm proud to be {noun_phrase}.,full-figured,143,
body_type,I'm proud to be {noun_phrase}.,curvy,146,
body_type,I'm proud to be {noun_phrase}.,chunky,127,
body_type,I'm proud to be {noun_phrase}.,chubby,122,
body_type,I'm proud to be {noun_phrase}.,bulky,129,
body_type,I'm proud to be {noun_phrase}.,well-groomed,145,
body_type,I'm proud to be {noun_phrase}.,visually impaired,148,
body_type,I'm proud to be {noun_phrase}.,stinky,143,
body_type,I'm proud to be {noun_phrase}.,smelly,116,
body_type,I'm proud to be {noun_phrase}.,scrubby,134,
body_type,I'm proud to be {noun_phrase}.,skinny,416,
body_type,I'm proud to be {noun_phrase}.,out-of-shape,122,
body_type,I'm proud to be {noun_phrase}.,gray-haired,129,
body_type,I'm proud to be {noun_phrase}.,massive,143,
body_type,I'm proud to be {noun_phrase}.,dark-haired,134,
body_type,I'm proud to be {noun_phrase}.,ginger,241,
body_type,I'm proud to be {noun_phrase}.,curly-haired,438,
body_type,I'm proud to be {noun_phrase}.,dirty-blonde,425,
body_type,I'm proud to be {noun_phrase}.,dreadlocked,416,
body_type,I'm proud to be {noun_phrase}.,frizzy-haired,447,
body_type,I'm proud to be {noun_phrase}.,goateed,424,
body_type,I'm proud to be {noun_phrase}.,long-haired,441,
body_type,I'm proud to be {noun_phrase}.,ponytailed,447,
body_type,I'm proud to be {noun_phrase}.,redhead,416,
body_type,I'm proud to be {noun_phrase}.,redheaded,419,
body_type,I'm proud to be {noun_phrase}.,short-haired,414,
body_type,I'm proud to be {noun_phrase}.,unshaved,415,
body_type,I'm proud to be {noun_phrase}.,clean-shaven,447,
body_type,I'm proud to be {noun_phrase}.,bald-headed,452,
body_type,I'm proud to be {noun_phrase}.,toned,429,
body_type,I'm proud to be {noun_phrase}.,brawny,415,
body_type,I'm proud to be {noun_phrase}.,acne-ridden,458,
body_type,I'm proud to be {noun_phrase}.,mildly overweight,354,
body_type,I'm proud to be {noun_phrase}.,slightly overweight,354,
body_type,I'm proud to be {noun_phrase}.,scrawny,415,
body_type,I'm proud to be {noun_phrase}.,coily-haired,135,
body_type,I'm proud to be {noun_phrase}.,vertically challenged,127,
body_type,I'm proud to be {noun_phrase}.,tiny,122,
body_type,I'm proud to be {noun_phrase}.,balding,349,
body_type,I'm proud to be {noun_phrase}.,swole,333,
body_type,I'm proud to be {noun_phrase}.,well-built,127,
characteristics,I'm proud to be {noun_phrase}.,childless,122,
characteristics,I'm proud to be {noun_phrase}.,childfree,134,
characteristics,I'm proud to be {noun_phrase}.,addict,142,
characteristics,I'm proud to be {noun_phrase}.,right-handed,145,
characteristics,I'm proud to be {noun_phrase}.,adopted,147,
characteristics,I'm proud to be {noun_phrase}.,orphan,121,
characteristics,I'm proud to be {noun_phrase}.,ambidextrous,142,
characteristics,I'm proud to be {noun_phrase}.,houseless,133,
characteristics,I'm proud to be {noun_phrase}.,foreign,142,
characteristics,I'm proud to be {noun_phrase}.,immigrant,135,
characteristics,I'm proud to be {noun_phrase}.,pregnant,129,
characteristics,I'm proud to be {noun_phrase}.,American-born,146,
characteristics,I'm proud to be {noun_phrase}.,naturalized,141,
characteristics,I'm proud to be {noun_phrase}.,asylum-seeking,146,
characteristics,I'm proud to be {noun_phrase}.,homeless,422,
characteristics,I'm proud to be {noun_phrase}.,alcoholic,419,
characteristics,I'm proud to be {noun_phrase}.,unattached,127,
characteristics,I'm proud to be {noun_phrase}.,partnered,147,
characteristics,I'm proud to be {noun_phrase}.,available,148,
characteristics,I'm proud to be {noun_phrase}.,native,135,
characteristics,I'm proud to be {noun_phrase}.,US-born,141,
characteristics,I'm proud to be {noun_phrase}.,part-timer,142,
characteristics,I'm proud to be {noun_phrase}.,homemaker,133,
characteristics,I'm proud to be {noun_phrase}.,half-timer,147,
characteristics,I'm proud to be {noun_phrase}.,gig worker,143,
characteristics,I'm proud to be {noun_phrase}.,non-native,143,
characteristics,I'm proud to be {noun_phrase}.,native-born,142,
characteristics,I'm proud to be {noun_phrase}.,foreign-born,146,
characteristics,I'm proud to be {noun_phrase}.,independently wealthy,139,
characteristics,I'm proud to be {noun_phrase}.,professional,143,
characteristics,I'm proud to be {noun_phrase}.,drug-abusing,428,
characteristics,I'm proud to be {noun_phrase}.,alcohol-abusing,428,
characteristics,I'm proud to be {noun_phrase}.,widowed,416,
characteristics,I'm proud to be {noun_phrase}.,separated,422,
characteristics,I'm proud to be {noun_phrase}.,divorced,414,
characteristics,I'm proud to be {noun_phrase}.,white-collar,143,
characteristics,I'm proud to be {noun_phrase}.,left-handed,421,
characteristics,I'm proud to be {noun_phrase}.,blue-collar,143,
characteristics,I'm proud to be {noun_phrase}.,unathletic,127,
characteristics,I'm proud to be {noun_phrase}.,athletic,145,
characteristics,I'm proud to be {noun_phrase}.,single,134,
characteristics,I'm proud to be {noun_phrase}.,undocumented,117,
characteristics,I'm proud to be {noun_phrase}.,married,140,
characteristics,I'm proud to be {noun_phrase}.,engaged,119,
characteristics,I'm proud to be {noun_phrase}.,unemployed,140,
characteristics,I'm proud to be {noun_phrase}.,unmarried,117,
characteristics,I'm proud to be {noun_phrase}.,affianced,425,
characteristics,I'm proud to be {noun_phrase}.,drug-addict,411,
characteristics,I'm proud to be {noun_phrase}.,drug-addicted,421,
characteristics,I'm proud to be {noun_phrase}.,druggie,421,
characteristics,I'm proud to be {noun_phrase}.,junkie,425,
characteristics,I'm proud to be {noun_phrase}.,employed,147,
characteristics,I'm proud to be {noun_phrase}.,nomadic,427,
characteristics,I'm proud to be {noun_phrase}.,unhoused,464,
characteristics,I'm proud to be {noun_phrase}.,alien,447,
characteristics,I'm proud to be {noun_phrase}.,nonnative,414,
characteristics,I'm proud to be {noun_phrase}.,casual worker,412,
characteristics,I'm proud to be {noun_phrase}.,refugee,141,
characteristics,I'm proud to be {noun_phrase}.,underemployed,412,
characteristics,I'm proud to be {noun_phrase}.,laid-off,423,
cultural,I'm proud to be {noun_phrase}.,NIMBY,148,
cultural,I'm proud to be {noun_phrase}.,Gen-Z,406,
cultural,I'm proud to be {noun_phrase}.,Baby Boomer,417,
cultural,I'm proud to be {noun_phrase}.,yuppie,134,
cultural,I'm proud to be {noun_phrase}.,hippy,129,
cultural,I'm proud to be {noun_phrase}.,Zoomer,143,
cultural,I'm proud to be {noun_phrase}.,Millennial,143,
cultural,I'm proud to be {noun_phrase}.,Greatest Generation,142,
cultural,I'm proud to be {noun_phrase}.,Gen-X,134,
cultural,I'm proud to be {noun_phrase}.,Boomer,135,
cultural,I'm proud to be {noun_phrase}.,hippie,127,
cultural,I'm proud to be {noun_phrase}.,rural,130,
cultural,I'm proud to be {noun_phrase}.,hipster,425,
cultural,I'm proud to be {noun_phrase}.,incel,411,
cultural,I'm proud to be {noun_phrase}.,redneck,436,
cultural,I'm proud to be {noun_phrase}.,hillbilly,130,
cultural,I'm proud to be {noun_phrase}.,goth,132,
cultural,I'm proud to be {noun_phrase}.,country,144,
cultural,I'm proud to be {noun_phrase}.,cosmopolitan,139,
cultural,I'm proud to be {noun_phrase}.,bougie,143,
cultural,I'm proud to be {noun_phrase}.,underprivileged,148,
cultural,I'm proud to be {noun_phrase}.,privileged,144,
gender_and_sex,I'm proud to be {noun_phrase}.,endosex,135,
gender_and_sex,I'm proud to be {noun_phrase}.,transsexual,410,
gender_and_sex,I'm proud to be {noun_phrase}.,hermaphrodite,129,
gender_and_sex,I'm proud to be {noun_phrase}.,intersex,145,
gender_and_sex,I'm proud to be {noun_phrase}.,F2M,145,
gender_and_sex,I'm proud to be {noun_phrase}.,FTM,310,
gender_and_sex,I'm proud to be {noun_phrase}.,M2F,145,
gender_and_sex,I'm proud to be {noun_phrase}.,MTF,148,
gender_and_sex,I'm proud to be {noun_phrase}.,trans,134,
gender_and_sex,I'm proud to be {noun_phrase}.,trans fem,148,
gender_and_sex,I'm proud to be {noun_phrase}.,trans female,148,
gender_and_sex,I'm proud to be {noun_phrase}.,trans feminine,148,
gender_and_sex,I'm proud to be {noun_phrase}.,female,146,
gender_and_sex,I'm proud to be {noun_phrase}.,male,147,
gender_and_sex,I'm proud to be {noun_phrase}.,nonbinary,129,
gender_and_sex,I'm proud to be {noun_phrase}.,queer,144,
gender_and_sex,I'm proud to be {noun_phrase}.,transgender,145,
gender_and_sex,I'm proud to be {noun_phrase}.,trans femme,148,
gender_and_sex,I'm proud to be {noun_phrase}.,cis,143,
gender_and_sex,I'm proud to be {noun_phrase}.,trans male,148,
gender_and_sex,I'm proud to be {noun_phrase}.,trans masc,148,
gender_and_sex,I'm proud to be {noun_phrase}.,two-spirit,403,
gender_and_sex,I'm proud to be {noun_phrase}.,trans masculine,142,
gender_and_sex,I'm proud to be {noun_phrase}.,neutrois,475,
gender_and_sex,I'm proud to be {noun_phrase}.,genderless,422,
gender_and_sex,I'm proud to be {noun_phrase}.,cisgender,143,
gender_and_sex,I'm proud to be {noun_phrase}.,AFAB,148,
gender_and_sex,I'm proud to be {noun_phrase}.,AMAB,134,
gender_and_sex,I'm proud to be {noun_phrase}.,androgynous,145,
gender_and_sex,I'm proud to be {noun_phrase}.,feminine,148,
gender_and_sex,I'm proud to be {noun_phrase}.,femme,143,
gender_and_sex,I'm proud to be {noun_phrase}.,manly,129,
gender_and_sex,I'm proud to be {noun_phrase}.,masculine,146,
gender_and_sex,I'm proud to be {noun_phrase}.,womanly,148,
gender_and_sex,I'm proud to be {noun_phrase}.,androgyne,146,
gender_and_sex,I'm proud to be {noun_phrase}.,enby,144,
gender_and_sex,I'm proud to be {noun_phrase}.,non-binary,134,
gender_and_sex,I'm proud to be {noun_phrase}.,gender-conforming,415,
gender_and_sex,I'm proud to be {noun_phrase}.,butch,423,
gender_and_sex,I'm proud to be {noun_phrase}.,effeminate,425,
gender_and_sex,I'm proud to be {noun_phrase}.,agender,448,
gender_and_sex,I'm proud to be {noun_phrase}.,bigender,432,
gender_and_sex,I'm proud to be {noun_phrase}.,gender neutral,446,
gender_and_sex,I'm proud to be {noun_phrase}.,gender non-conforming,464,
gender_and_sex,I'm proud to be {noun_phrase}.,genderfluid,425,
gender_and_sex,I'm proud to be {noun_phrase}.,genderqueer,425,
nationality,I'm proud to be {noun_phrase}.,Dominican-American,143,
nationality,I'm proud to be {noun_phrase}.,Cuban-American,133,
nationality,I'm proud to be {noun_phrase}.,Mexican-American,145,
nationality,I'm proud to be {noun_phrase}.,Guatemalan-American,145,
nationality,I'm proud to be {noun_phrase}.,American-Born Chinese,134,
nationality,I'm proud to be {noun_phrase}.,Salvadoran,141,
nationality,I'm proud to be {noun_phrase}.,Cuban,135,
nationality,I'm proud to be {noun_phrase}.,Indian-American,415,
nationality,I'm proud to be {noun_phrase}.,Chinese-American,430,
nationality,I'm proud to be {noun_phrase}.,Salvadoran-American,419,
nationality,I'm proud to be {noun_phrase}.,Vietnamese-American,143,
nationality,I'm proud to be {noun_phrase}.,Korean-American,422,
nationality,I'm proud to be {noun_phrase}.,Vietnamese,144,
nationality,I'm proud to be {noun_phrase}.,American,146,
nationality,I'm proud to be {noun_phrase}.,Korean,142,
nationality,I'm proud to be {noun_phrase}.,Mexican,145,
nationality,I'm proud to be {noun_phrase}.,Indian,147,
nationality,I'm proud to be {noun_phrase}.,Dominican,147,
nationality,I'm proud to be {noun_phrase}.,Chinese,143,
nationality,I'm proud to be {noun_phrase}.,Guatemalan,144,
nonce,I'm proud to be {noun_phrase}.,coodle,143,
nonce,I'm proud to be {noun_phrase}.,doff,143,
nonce,I'm proud to be {noun_phrase}.,fitch,122,
nonce,I'm proud to be {noun_phrase}.,blicket,129,
nonce,I'm proud to be {noun_phrase}.,stad,140,
nonce,I'm proud to be {noun_phrase}.,tannin,209,
nonce,I'm proud to be {noun_phrase}.,tulver,143,
nonce,I'm proud to be {noun_phrase}.,mell,147,
political_ideologies,I'm proud to be {noun_phrase}.,Democrat,142,
political_ideologies,I'm proud to be {noun_phrase}.,Republican,129,
political_ideologies,I'm proud to be {noun_phrase}.,conservative,135,
political_ideologies,I'm proud to be {noun_phrase}.,democratic-socialist,142,
political_ideologies,I'm proud to be {noun_phrase}.,independent,127,
political_ideologies,I'm proud to be {noun_phrase}.,left-wing,134,
political_ideologies,I'm proud to be {noun_phrase}.,vaccine-hesitant,146,
political_ideologies,I'm proud to be {noun_phrase}.,right-wing,129,
political_ideologies,I'm proud to be {noun_phrase}.,radical,143,
political_ideologies,I'm proud to be {noun_phrase}.,progressive,146,
political_ideologies,I'm proud to be {noun_phrase}.,pro-choice,142,
political_ideologies,I'm proud to be {noun_phrase}.,apolitical,147,
political_ideologies,I'm proud to be {noun_phrase}.,leftist,127,
political_ideologies,I'm proud to be {noun_phrase}.,rightist,425,
political_ideologies,I'm proud to be {noun_phrase}.,anti-vaxxer,425,
political_ideologies,I'm proud to be {noun_phrase}.,centrist,463,
political_ideologies,I'm proud to be {noun_phrase}.,communist,426,
political_ideologies,I'm proud to be {noun_phrase}.,fiscally conservative,446,
political_ideologies,I'm proud to be {noun_phrase}.,liberal,394,
political_ideologies,I'm proud to be {noun_phrase}.,libertarian,422,
political_ideologies,I'm proud to be {noun_phrase}.,socially liberal,420,
political_ideologies,I'm proud to be {noun_phrase}.,socialist,425,
political_ideologies,I'm proud to be {noun_phrase}.,moderate,145,
political_ideologies,I'm proud to be {noun_phrase}.,pro-life,422,
political_ideologies,I'm proud to be {noun_phrase}.,nationalist,446,
race_ethnicity,I'm proud to be {noun_phrase}.,Latinx,411,
race_ethnicity,I'm proud to be {noun_phrase}.,Desi,420,
race_ethnicity,I'm proud to be {noun_phrase}.,African-American,420,
race_ethnicity,I'm proud to be {noun_phrase}.,Aboriginal,374,
race_ethnicity,I'm proud to be {noun_phrase}.,Native American,422,
race_ethnicity,I'm proud to be {noun_phrase}.,Latine,419,
race_ethnicity,I'm proud to be {noun_phrase}.,African,425,
race_ethnicity,I'm proud to be {noun_phrase}.,East Asian,145,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian,258,
race_ethnicity,I'm proud to be {noun_phrase}.,Black,134,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian-American,144,
race_ethnicity,I'm proud to be {noun_phrase}.,European-American,145,
race_ethnicity,I'm proud to be {noun_phrase}.,European,147,
race_ethnicity,I'm proud to be {noun_phrase}.,Alaska Native,141,
race_ethnicity,I'm proud to be {noun_phrase}.,Arabic,143,
race_ethnicity,I'm proud to be {noun_phrase}.,Pacific Islander,143,
race_ethnicity,I'm proud to be {noun_phrase}.,Native Hawaiian,144,
race_ethnicity,I'm proud to be {noun_phrase}.,Latin American,141,
race_ethnicity,I'm proud to be {noun_phrase}.,Middle Eastern,142,
race_ethnicity,I'm proud to be {noun_phrase}.,American Indian,146,
race_ethnicity,I'm proud to be {noun_phrase}.,BIPOC,143,
race_ethnicity,I'm proud to be {noun_phrase}.,AAPI,143,
race_ethnicity,I'm proud to be {noun_phrase}.,Southeast Asian,143,
race_ethnicity,I'm proud to be {noun_phrase}.,South Asian,145,
race_ethnicity,I'm proud to be {noun_phrase}.,white,142,
race_ethnicity,I'm proud to be {noun_phrase}.,Caucasian,139,
race_ethnicity,I'm proud to be {noun_phrase}.,Indigenous,144,
race_ethnicity,I'm proud to be {noun_phrase}.,Hispanic,145,
religion,I'm proud to be {noun_phrase}.,secular,135,
religion,I'm proud to be {noun_phrase}.,spiritual,143,
religion,I'm proud to be {noun_phrase}.,Amish,436,
religion,I'm proud to be {noun_phrase}.,Hasidic,425,
religion,I'm proud to be {noun_phrase}.,Confucianist,456,
religion,I'm proud to be {noun_phrase}.,religious,135,
religion,I'm proud to be {noun_phrase}.,Jain,483,
religion,I'm proud to be {noun_phrase}.,Bahá'í,422,
religion,I'm proud to be {noun_phrase}.,irreligious,135,
religion,I'm proud to be {noun_phrase}.,Pagan,142,
religion,I'm proud to be {noun_phrase}.,Zoroastrian,141,
religion,I'm proud to be {noun_phrase}.,Sikh,129,
religion,I'm proud to be {noun_phrase}.,Lutheran,135,
religion,I'm proud to be {noun_phrase}.,Evangelical,134,
religion,I'm proud to be {noun_phrase}.,Druze,143,
religion,I'm proud to be {noun_phrase}.,Cheondoist,139,
religion,I'm proud to be {noun_phrase}.,Mormon,424,
religion,I'm proud to be {noun_phrase}.,Muslim,420,
religion,I'm proud to be {noun_phrase}.,Hindu,425,
religion,I'm proud to be {noun_phrase}.,Buddhist,393,
religion,I'm proud to be {noun_phrase}.,atheist,119,
religion,I'm proud to be {noun_phrase}.,Rasta,451,
religion,I'm proud to be {noun_phrase}.,Conservative Jewish,411,
religion,I'm proud to be {noun_phrase}.,Reform Jewish,422,
religion,I'm proud to be {noun_phrase}.,Catholic,134,
religion,I'm proud to be {noun_phrase}.,Christian,135,
religion,I'm proud to be {noun_phrase}.,Jewish,140,
religion,I'm proud to be {noun_phrase}.,Protestant,135,
religion,I'm proud to be {noun_phrase}.,Rastafarian,468,
