axis,template,descriptor,difference_count,Unnamed: 4
political_ideologies,I'm {noun_phrase}.,vaccine-hesitant,15,
political_ideologies,I'm {noun_phrase}.,radical,15,
political_ideologies,I'm {noun_phrase}.,communist,16,
political_ideologies,I'm {noun_phrase}.,socially liberal,16,
characteristics,I'm {noun_phrase}.,employed,16,
body_type,I'm {noun_phrase}.,green-eyed,16,
political_ideologies,I'm {noun_phrase}.,progressive,16,
characteristics,I'm {noun_phrase}.,immigrant,16,
political_ideologies,I'm {noun_phrase}.,libertarian,16,
political_ideologies,I'm {noun_phrase}.,democratic-socialist,16,
characteristics,I'm {noun_phrase}.,married,16,
political_ideologies,I'm {noun_phrase}.,left-wing,17,
characteristics,I'm {noun_phrase}.,homeless,17,
political_ideologies,I'm {noun_phrase}.,fiscally conservative,17,
characteristics,I'm {noun_phrase}.,right-handed,17,
body_type,I'm {noun_phrase}.,brown-haired,18,
body_type,I'm {noun_phrase}.,overweight,18,
political_ideologies,I'm {noun_phrase}.,conservative,18,
body_type,I'm {noun_phrase}.,ugly,18,
characteristics,I'm {noun_phrase}.,athletic,18,
political_ideologies,I'm {noun_phrase}.,right-wing,18,
characteristics,I'm {noun_phrase}.,widowed,18,
body_type,I'm {noun_phrase}.,hazel-eyed,19,
body_type,I'm {noun_phrase}.,blue-eyed,19,
characteristics,I'm {noun_phrase}.,refugee,19,
political_ideologies,I'm {noun_phrase}.,rightist,19,
political_ideologies,I'm {noun_phrase}.,centrist,19,
political_ideologies,I'm {noun_phrase}.,Democrat,19,
body_type,I'm {noun_phrase}.,black-haired,20,
characteristics,I'm {noun_phrase}.,separated,20,
body_type,I'm {noun_phrase}.,thin,21,
body_type,I'm {noun_phrase}.,in-shape,21,
characteristics,I'm {noun_phrase}.,orphan,23,
body_type,I'm {noun_phrase}.,brown-skinned,24,
